Name,Disc.Y,Disc.M,Disc.D,r_Disc.D,RAh,RAm,RAs,DE-,DEd,DEm,DEs,f_DEs,Obs,tFirst,tLast,tNext,z,r_z,Dist,e_Dist,r_Dist,VExt
SN2005gu,2005,09,26,2007SDSS6.C...0000:,00,48,57.05,-,00,54,20.8,,6,-722,741,728,0.332,2011ApJ...740...92G,1417,99,2011ApJ...740...92G,0.087
SN2005gx,2005,09,26,2007SDSS6.C...0000:,23,59,32.16,+,00,44,12.91,,12,-706,774,392,0.1619,2011ApJ...740...92G,688,48,2011ApJ...740...92G,0.078
SN2005hc,2005,10,12,2016SDSSD.C...0000:,01,56,47.976,-,00,12,48.62,,14,-372,1884,1105,0.04647,2016SDSSD.C...0000:,193,0,2016AJ....152...50T,0.09
SN2005hj,2005,10,26,2007SDSS6.C...0000:,01,26,48.4,-,01,14,17.2,,13,-733,1459,732,0.057,2010ApJ...713.1026D,251,0,2016AJ....152...50T,0.106
SN2005hk,2005,10,30,2016SDSSD.C...0000:,00,27,50.89,-,01,11,53.3,,14,-756,742,706,0.01296,2016SDSSD.C...0000:,59,0,2016AJ....152...50T,0.062
SN2005ho,2005,09,26,2001SDSSe.1...0000:,00,59,24.096,+,00,00,09.44,,6,-720,741,741,0.06281,2001SDSSe.1...0000:,252,0,2016AJ....152...50T,0.069
SN2005hr,2005,10,03,2007SDSS6.C...0000:,03,18,33.816,+,00,07,24.03,,11,-678,1168,789,0.117,2008AJ....135..348S,511,36,2005CBET..268A...1B,0.198
SN2005ht,2005,10,11,2007SDSS6.C...0000:,20,50,24.6,-,00,10,04.4,,10,-785,1057,300,0.189,2008AJ....135..348S,809,57,2005CBET..280A...1B,0.255
SN2005hu,2005,10,11,2007SDSS6.C...0000:,21,54,40.8,+,00,24,47.8,,7,-17,1058,315,0.2197,2011ApJ...740...92G,936,66,2011ApJ...740...92G,0.201
SN2005hv,2005,10,11,2007SDSS6.C...0000:,22,12,43.92,-,00,02,06.14,,99,-430,1791,1044,0.1795,2008AJ....135..348S,723,51,2005CBET..280A...1B,0.16899999999999998
SN2005hz,2005,10,11,2007SDSS6.C...0000:,00,46,32.27,+,00,50,17.4,,10,-737,1066,725,0.13062,2016SDSSD.C...0000:,555,39,2016SDSSD.C...0000:,0.06
SN2005ia,2005,10,11,2007SDSS6.C...0000:,01,11,35.02,-,00,00,21,,15,-735,1854,722,0.2545,2008AJ....135..348S,1066,75,2005CBET..268A...1B,0.076
SN2005id,2005,10,12,2007SDSS6.C...0000:,23,16,33.36,-,00,39,48.13,,25,-779,1474,350,0.187,2008AJ....135..348S,808,57,2005CBET..280A...1B,0.11
SN2005ie,2005,10,12,2007SDSS6.C...0000:,02,19,02.53,-,00,16,22,,4,-688,1108,1109,0.2796,2011ApJ...740...92G,1194,84,2011ApJ...740...92G,0.099
SN2005ih,2005,10,20,2005CBET..268A...1B,00,07,13.58,+,00,20,56.3,,14,-730,748,712,0.2603,2008AJ....135..348S,1108,78,2005CBET..268A...1B,0.21100000000000002
SN2005ij,2005,10,21,2007SDSS6.C...0000:,03,04,21.264,-,01,03,46.87,,8,-693,1109,730,0.124,2008AJ....135..348S,468,33,2005CBET..280A...1B,0.20600000000000002
SN2005il,2005,09,03,2007SDSS6.C...0000:,01,53,06.77,+,01,06,49.5,,34,-333,1923,773,0.226,2010ApJ...713.1026D,964,68,2010ApJ...713.1026D,0.068
SN2005in,2005,09,26,2005CBET..272A...1F,02,13,28.18,-,00,58,05.7,,8,-711,1122,1122,0.213,2010ApJ...713.1026D,909,64,2010ApJ...713.1026D,0.076
SN2005is,2005,10,12,1990MNRAS.243..692M,00,21,44.9,-,00,19,30,,20,-385,1083,338,0.1746,2008AJ....135..348S,723,51,2005CBET..280A...1B,0.07200000000000001
SN2005ix,2005,10,21,2007SDSS6.C...0000:,20,41,55.88,+,01,05,31.3,,21,-466,1717,286,0.2557,2008AJ....135..348S,1066,75,2005CBET..280A...1B,0.23600000000000002
SN2005ja,2005,10,21,2007SDSS6.C...0000:,23,55,52.64,+,00,52,37.1,a,8,-731,699,366,0.329,2008AJ....135..348S,1365,96,2005CBET..280A...1B,0.087
SN2005jc,2005,10,23,2005CBET..280A...1B,00,45,24.41,+,01,04,32.1,,6,-749,1054,1055,0.214,2008AJ....135..348S,895,63,2005CBET..280A...1B,0.065
SN2005jf,2005,10,24,2007SDSS6.C...0000:,03,33,40.76,-,00,06,43.6,,6,-697,1138,412,0.3007,2008AJ....135..348S,1283,90,2005CBET..280A...1B,0.285
SN2005jh,2005,10,25,2007SDSS6.C...0000:,23,20,04.47,-,00,03,20.2,,10,-791,1081,343,0.11023,2016SDSSD.C...0000:,467,33,2016SDSSD.C...0000:,0.11900000000000001
SN2005jj,2005,10,28,2007SDSS6.C...0000:,20,56,44.66,+,00,24,30,,10,-795,1358,1041,0.368,2008AJ....135..348S,1580,111,2005CBET..280A...1B,0.20199999999999999
SN2005jk,2005,10,20,2007SDSS6.C...0000:,01,45,59.736,+,01,11,44.63,,10,-381,1095,717,0.1908,2012ApJ...755...61S,681,48,2005CBET..280A...1B,0.06
SN2005jn,2005,10,26,2005CBET..280A...1B,00,19,00.84,-,00,16,53.3,a,18,-399,1069,324,0.3191,2008AJ....135..348S,1365,96,2005CBET..280A...1B,0.075
SN2005jo,2005,10,26,2007SDSS6.C...0000:,03,28,21.68,-,00,19,34.1,,8,-701,1146,791,0.219,2011ApJ...740...92G,936,69,2011ApJ...740...92G,0.282
SN2005jp,2005,10,28,2007SDSS6.C...0000:,02,09,50.38,-,00,03,42.2,,8,-388,1090,1090,0.2124,2011ApJ...740...92G,906,64,2011ApJ...740...92G,0.073
SN2005js,2005,10,20,2016SDSSD.C...0000:,01,34,41.51,-,00,36,19.4,,10,-381,1094,716,0.07928,2016SDSSD.C...0000:,335,24,2016SDSSD.C...0000:,0.08800000000000001
SN2005jw,2005,10,25,2007SDSS6.C...0000:,20,40,19.25,-,00,00,25.9,,14,-470,1713,282,0.376,2008AJ....135..348S,1580,111,2005CBET..280A...1B,0.18
SN2005jz,2005,10,11,2007SDSS6.C...0000:,01,31,27.07,-,00,37,54,a,10,-380,1103,359,0.14434,2004SDSS2.C...0000:,614,43,2004SDSS2.C...0000:,0.10400000000000001
SN2005ka,2005,10,20,2007SDSS6.C...0000:,22,13,55.96,+,01,05,11.4,,56,-438,2122,1035,0.3177,2011ApJ...740...92G,1356,95,2011ApJ...740...92G,0.115
SN2005kc,2005,11,09,1999AJ....118.2561G,22,34,07.34,+,05,34,06.3,,3,-454,2157,2158,0.01512,1991RC3.9.C...0000d,60,6,1991RC3.9.C...0000d,0.363
SN2005ke,2005,11,13,2010ApJS..189...37E,03,35,04.35,-,24,56,38.8,,6,-360,771,699,0.00488,2004AJ....128...16K,19,4,2004AJ....128...16K,0.07200000000000001
SN2005ko,2005,10,28,2007SDSS6.C...0000:,23,50,05.03,-,00,55,17.1,,10,-796,721,677,0.1847,2011ApJ...740...92G,786,55,2011ApJ...740...92G,0.077
SN2005kq,2005,11,02,2007SDSS6.C...0000:,23,11,20.91,-,00,36,31,,12,-800,1073,1073,0.3902,2008AJ....135..348S,1665,117,2005CBET..304A...1B,0.125
SN2005kt,2005,11,07,2007SDSS6.C...0000:,01,10,58.06,+,00,16,34.3,,11,-762,1827,700,0.0654,2003SDSS1.C...0000:,273,0,2016AJ....152...50T,0.069
SN2005ky,2005,11,29,2009A&A...507...85B,02,24,36.254,-,04,10,54.94,,220,-720,1809,323,0.149,2009A&A...507...85B,635,45,2009A&A...507...85B,0.078
SN2005le,2005,11,02,2005CBET..315....1B,22,31,32.29,-,00,29,36.8,,2,-434,2170,2171,0.2549,2008AJ....135..348S,1066,75,2005IAUC.8640A...1F,0.17
SN2005lh,2005,11,04,2007SDSS6.C...0000:,21,55,48.33,+,01,10,51,,17,-454,1021,287,0.2191,2008AJ....135..348S,937,66,2005IAUC.8640A...1F,0.156
SN2005lj,2005,11,07,1990MNRAS.243..692M,01,57,43.16,-,00,10,46.2,,8,-398,1078,1079,0.07774,2016SDSSD.C...0000:,329,23,2016SDSSD.C...0000:,0.075
SN2005ln,2005,11,20,2007SDSS6.C...0000:,00,27,00.12,-,00,35,11.8,,10,-777,672,672,0.13684,2018PASP..130f4002S,595,42,2005IAUC.8640A...1F,0.055
SN2005lp,2005,11,24,2007SDSS6.C...0000:,01,47,42.8,+,00,12,25.9,,6,-416,1060,1060,0.305,2008AJ....135..348S,1281,90,2005IAUC.8640A...1F,0.09300000000000001
SN2005mc,2005,12,23,2007SDSS6.C...0000:,08,27,06.36,+,21,38,45.6,,8,-340,791,792,0.02522,1991RC3.9.C...0000d,111,9,1991RC3.9.C...0000d,0.12
SN2005ml,2005,11,14,2005IAUC.8651A...1F,02,14,04.41,-,00,14,21,,6,-721,1074,1075,0.119,2008AJ....135..348S,510,36,2005IAUC.8651A...1F,0.1
SN2005mo,2005,11,23,2005IAUC.8651A...1F,03,50,12.9,-,00,14,24.9,,14,-723,1822,1119,0.2743,2008AJ....135..348S,1197,84,2005IAUC.8651A...1F,0.532
SN2005mp,2005,11,24,2005IAUC.8651A...1F,01,04,45.67,+,00,03,20.3,,8,-779,703,682,0.275,2008AJ....135..348S,1152,81,2005IAUC.8651A...1F,0.09300000000000001
SN2005mq,2005,11,27,2005IAUC.8651A...1F,23,20,21.78,-,00,20,59.6,,6,-824,1048,1048,0.352,2008AJ....135..348S,1494,105,2005IAUC.8651A...1F,0.106
SN2005S,2005,01,22,2007SDSS6.C...0000:,14,08,28.84,+,07,03,27.2,,6,-255,1179,98,0.01981,1995AJ....109..874B,89,8,1995AJ....109..874B,0.07
SN2006af,2006,02,04,2007SDSS6.C...0000:,10,33,57.17,+,20,20,25.7,,3,-324,387,58,0.08736,2011ApJ...735..125S,379,27,2011ApJ...735..125S,0.07200000000000001
SN2006ap,2006,03,02,20032MASX.C.......:,17,30,41.19,+,06,16,33.1,,8,-578,448,448,0.02232,1992ApJS...79..157F,95,8,1992ApJS...79..157F,0.3
SN2006ax,2006,03,20,20032MASX.C.......:,11,24,03.46,-,12,17,29.2,,2,-341,364,365,0.01674,2006HIPAS.C...0000:,71,0,2016AJ....152...50T,0.139
SN2006bb,2006,03,25,2007SDSS6.C...0000:,08,33,31.09,+,41,31,04.1,,7,-798,1392,1393,0.02523,1999PASP..111..438F,111,9,1999PASP..111..438F,0.09300000000000001
SN2006bk,2006,04,03,2007SDSS6.C...0000:,15,04,32.703,+,35,57,54.03,,7,-671,390,370,0.04953,1995ApJS...99..391H,214,16,1995ApJS...99..391H,0.038
SN2006bm,2006,04,05,2015NEDR....1M...1S,11,18,21.41,+,28,12,43.5,,7,-399,367,321,0.06845,2007SDSS6.C...0000:,297,21,2007SDSS6.C...0000:,0.05
SN2006br,2006,04,25,2015NEDR....1M...1S,13,30,01.8,+,13,24,56.8,,5,-354,1857,376,0.02459,1997AJ....113.1197H,125,0,2016AJ....152...50T,0.067
SN2006bt,2006,04,26,2007SDSS6.C...0000:,15,56,33.81,+,20,03,07.2,,3,-339,352,353,0.03216,1991RC3.9.C...0000d,139,11,1991RC3.9.C...0000d,0.138
SN2006bz,2006,05,04,2007SDSS6.C...0000:,13,00,43.38,+,27,57,41.8,,88,-57,1459,335,0.02811,2011ApJ...735..125S,124,10,2011ApJ...735..125S,0.027999999999999997
SN2006cc,2006,05,06,2016SDSSD.C...0000:,16,09,56.44,+,43,07,35,,8,-721,1110,1111,0.03288,2016SDSSD.C...0000:,153,0,2016AJ....152...50T,0.04
SN2006cg,2006,05,06,2006SDSS5.C...0000:,13,05,02.32,+,28,44,24,,4,-59,333,333,0.02806,2003AJ....126.2152R,124,10,2003AJ....126.2152R,0.032
SN2006ch,2006,05,09,20032MASX.C.......:,23,47,06.12,+,29,28,50.6,,4,-583,1979,1980,0.01724,1996A&AS..115..407R,69,6,1996A&AS..115..407R,0.271
SN2006cz,2006,06,14,20032MASX.C.......:,14,48,36.66,-,04,44,30.7,,2,-393,334,335,0.0418,20032dF...C...0000C,145,0,2016AJ....152...50T,0.23
SN2006D,2006,01,11,20032MASX.C.......:,12,52,33.87,-,09,46,30.7,,4,-254,840,103,0.00853,2004A&A...416..515D,37,0,2016AJ....152...50T,0.125
SN2006dd,2006,06,19,1996AJ....111.2212S,03,22,41.64,-,37,12,13.2,,6,-925,555,480,0.00587,1998A&AS..130..267L,17,0,2016AJ....152...50T,0.057
SN2006dm,2006,07,03,20032MASX.C.......:,23,41,47.84,-,03,40,08.4,,6,-1001,791,791,0.02202,1998A&AS..130..333T,89,8,1998A&AS..130..333T,0.106
SN2006E,2006,01,12,2007SDSS6.C...0000:,13,53,28.65,+,05,12,22.8,,6,-636,1919,834,0.00272,1991RC3.9.C...0000d,16,4,1991RC3.9.C...0000d,0.07400000000000001
SN2006eb,2006,07,22,2016SDSSD.C...0000:,01,13,41.1,-,00,06,06.4,,14,-1019,1889,438,0.01766,2016SDSSD.C...0000:,71,7,2016SDSSD.C...0000:,0.081
SN2006ef,2006,08,18,2007SDSS6.C...0000:,02,04,19.51,-,08,43,42.2,,9,-1038,1154,441,0.0179,2008AJ....135.2424O,75,0,2016AJ....152...50T,0.066
SN2006en,2006,08,26,20032MASX.C.......:,23,10,05.06,+,30,13,24,,4,-22,65,65,0.03194,1991RC3.9.C...0000d,133,0,2016AJ....152...50T,0.17600000000000002
SN2006eq,2006,08,26,2007SDSS6.C...0000:,21,28,37.13,+,01,13,41.2,,14,-8,742,21,0.04951,2004SDSS3.C...0000:,207,15,2004SDSS3.C...0000:,0.132
SN2006er,2006,08,26,2007SDSS6.C...0000:,00,21,37.895,-,01,00,38.23,,6,-1082,430,431,0.08436,2003SDSS1.C...0000:,356,25,2003SDSS1.C...0000:,0.078
SN2006eu,2006,09,03,20032MASX.C.......:,20,02,51.15,+,49,19,02.3,,4,-45,8,9,0.02359,1999ApJS..121..287H,79,0,2016AJ....152...50T,0.532
SN2006ex,2006,08,27,2007SDSS6.C...0000:,20,38,43.92,-,00,28,34.98,,31,-776,1407,13,0.14749,2011ApJ...740...92G,628,44,2011ApJ...740...92G,0.204
SN2006fb,2006,08,27,1990MNRAS.243..692M,23,35,51.51,-,00,10,37.6,,8,-1048,388,27,0.2449,2011A&A...526A..28O,1023,72,2006IAUC.8749B...1F,0.094
SN2006fc,2006,09,11,2007SDSS6.C...0000:,21,34,46.8,+,01,10,31.51,,18,-1107,307,307,0.1217,2011ApJ...740...92G,516,36,2011ApJ...740...92G,0.179
SN2006fd,2006,08,27,2007SDSS6.C...0000:,20,37,53.25,+,01,13,16.1,,4,-24,13,13,0.07996,2004SDSS2.C...0000:,338,24,2004SDSS2.C...0000:,0.264
SN2006ff,2006,08,28,2007SDSS6.C...0000:,00,26,35.64,-,00,18,07.5,,8,-1058,428,428,0.23541,2003SDSS1.C...0000:,1003,70,2003SDSS1.C...0000:,0.059000000000000004
SN2006fk,2006,09,11,2006IAUC.8749B...1F,22,01,01.33,+,00,42,58.5,,12,-765,1096,741,0.172,2011A&A...526A..28O,680,48,2006IAUC.8749B...1F,0.14300000000000002
SN2006fl,2006,09,11,2007SDSS6.C...0000:,22,11,27.6,+,00,45,20.16,,62,-765,1441,13,0.17173,2011ApJ...740...92G,730,51,2011ApJ...740...92G,0.13699999999999998
SN2006fm,2006,09,15,2011ApJ...740...92G,22,10,10.32,+,00,30,14.12,,57,-769,1437,9,0.1257,2011ApJ...740...92G,533,38,2011ApJ...740...92G,0.129
SN2006fn,2006,09,15,2006IAUC.8749B...1F,23,00,05.98,+,00,32,15.6,,12,-764,755,13,0.1808,2011A&A...526A..28O,766,54,2006IAUC.8749B...1F,0.14
SN2006fr,2006,08,27,2006CBET..627A...1B,20,50,30.21,+,00,23,55.3,,10,-1105,737,7,0.307,2018PASP..130f4002S,1323,93,2006CBET..627A...1B,0.258
SN2006fu,2006,08,28,2007SDSS6.C...0000:,23,51,08.4,-,00,44,47.64,,8,-1044,441,32,0.19855,2011ApJ...740...92G,845,59,2011ApJ...740...92G,0.07200000000000001
SN2006fv,2006,09,11,2007SDSS6.C...0000:,01,21,37.86,+,00,24,51.9,,16,-715,414,78,0.13199,2003SDSS1.C...0000:,561,39,2003SDSS1.C...0000:,0.09
SN2006fw,2006,09,11,2011ApJ...740...92G,01,47,10.32,-,00,08,48.8,,6,-707,769,769,0.0835,2011ApJ...740...92G,354,25,2011ApJ...740...92G,0.09
SN2006ga,2006,09,12,2006CBET..627A...1B,00,52,56.35,+,00,26,52.6,,8,-1073,383,377,0.2361,2011A&A...526A..28O,1023,72,2006CBET..627A...1B,0.067
SN2006ge,2006,08,28,2006CBET..629A...1B,21,49,35.79,+,00,00,03.8,,6,-1105,751,751,0.27953,2018PASP..130f4002S,1194,84,2006CBET..629A...1B,0.365
SN2006gf,2006,09,11,2016SDSSD.C...0000:,00,46,24.35,+,00,00,12.5,,8,-1072,385,378,0.11662,2016SDSSD.C...0000:,495,35,2016SDSSD.C...0000:,0.051
SN2006gg,2006,09,12,2007SDSS6.C...0000:,00,28,12.514,+,00,07,04.77,,8,-720,746,389,0.20354,2016SDSSD.C...0000:,867,61,2016SDSSD.C...0000:,0.055999999999999994
SN2006gh,2006,09,12,2007SDSS6.C...0000:,00,54,46.94,-,00,15,03.7,,8,-1073,424,377,0.24782,2016SDSSD.C...0000:,1057,74,2016SDSSD.C...0000:,0.068
SN2006gl,2006,08,28,2006CBET..637A...1B,01,05,50.11,+,00,08,41.3,,8,-1056,426,405,0.26531,2016SDSSD.C...0000:,1152,81,2006CBET..637A...1B,0.08
SN2006go,2006,09,12,2006CBET..637A...1B,00,24,33.76,-,00,16,44.7,,10,-1073,413,389,0.37206,2018PASP..130f4002S,1580,111,2006CBET..637A...1B,0.066
SN2006gt,2006,09,18,20032MASX.C.......:,00,56,17.3,-,01,37,46,,10,-1079,743,733,0.04477,2004AJ....128.1558S,187,14,2004AJ....128.1558S,0.102
SN2006gv,2006,09,11,2006CBET..643A...1B,01,48,36.37,+,00,19,41.6,,6,-707,769,769,0.199,2018PASP..130f4002S,852,60,2006CBET..643A...1B,0.111
SN2006gw,2006,09,11,2006CBET..643A...1B,01,57,53.5,-,00,32,02.9,,8,-706,770,771,0.32606,2018PASP..130f4002S,1409,99,2006CBET..643A...1B,0.07200000000000001
SN2006hb,2006,09,27,1987AJ.....94..501K,05,02,01.28,-,21,07,55.1,,8,-291,112,112,0.01534,1989ESOLV.C...0000L,56,0,2016AJ....152...50T,0.075
SN2006hc,2006,09,11,2006CBET..650A...1B,01,09,34.73,+,00,42,14.9,,14,-1070,1478,378,0.229,2011ApJ...740...92G,976,68,2011ApJ...740...92G,0.079
SN2006hd,2006,09,11,2007SDSS6.C...0000:,21,44,03.36,+,00,43,31.8,,6,-1107,728,728,0.29826,2016SDSSD.C...0000:,1272,89,2016SDSSD.C...0000:,0.182
SN2006he,2006,09,11,2011ApJ...740...92G,22,04,24,+,00,41,26.8,,13,-765,710,13,0.2139,2011ApJ...740...92G,911,64,2011ApJ...740...92G,0.14400000000000002
SN2006hl,2006,09,18,2007SDSS6.C...0000:,23,22,46.08,+,00,31,56.34,,13,-1119,1124,15,0.1482,2011ApJ...740...92G,629,44,2011ApJ...740...92G,0.11599999999999999
SN2006hm,2006,09,18,2007SDSS6.C...0000:,23,26,14.81,-,00,22,56.1,,132,-701,1135,0,0.33147,2018PASP..130f4002S,1408,99,2006CBET..650A...1B,0.11
SN2006hn,2006,09,28,20032MASX.C.......:,11,07,18.67,+,76,41,49.8,,3,-1029,1875,1875,0.0172,1995ApJS..100...69F,74,7,1995ApJS..100...69F,0.11800000000000001
SN2006hp,2006,09,16,2007SDSS6.C...0000:,00,24,14.25,-,00,14,57.3,,10,-1077,409,385,0.2477,2011ApJ...740...92G,1056,74,2011ApJ...740...92G,0.069
SN2006hq,2006,09,16,2016SDSSD.C...0000:,23,39,47.15,+,00,12,18.8,,10,-1,370,11,0.06867,2016SDSSD.C...0000:,289,21,2016SDSSD.C...0000:,0.092
SN2006hr,2006,09,17,2015NEDR....1M...1S,01,50,15.528,-,00,53,12.09,,8,-713,763,764,0.1576,2011ApJ...740...92G,671,47,2011ApJ...740...92G,0.096
SN2006ht,2006,09,20,2013ApJ...763...88C,21,12,48.189,+,00,55,04.36,a,17,-767,1790,716,0.14881,2013ApJ...763...88C,633,44,2013ApJ...763...88C,0.316
SN2006hu,2006,09,18,2011ApJ...740...92G,03,34,22.728,-,01,07,23.3,,10,-1026,793,83,0.133,2011ApJ...740...92G,567,45,2011ApJ...740...92G,0.401
SN2006hy,2006,09,15,2011ApJ...740...92G,22,08,19.44,-,01,11,46.8,,14,-769,707,708,0.1491,2011ApJ...740...92G,634,45,2011ApJ...740...92G,0.255
SN2006ib,2006,09,22,2006CBET..657A...1B,03,16,11.83,-,00,36,03.4,,9,-1032,814,434,0.1811,2012ApJ...755...61S,768,54,2006CBET..657A...1B,0.153
SN2006iy,2006,09,20,2011ApJ...740...92G,22,01,53.04,+,01,02,40.16,,17,-773,1087,4,0.2054,2011ApJ...740...92G,875,61,2011ApJ...740...92G,0.151
SN2006iz,2006,09,30,2011ApJ...740...92G,21,16,17.2,+,00,33,34.2,,8,-777,716,717,0.1363,2011ApJ...740...92G,579,41,2011ApJ...740...92G,0.23
SN2006jg,2006,09,17,2011ApJ...740...92G,22,48,26.64,-,00,26,07,,11,-768,1115,21,0.33093,2018PASP..130f4002S,1408,101,2011ApJ...740...92G,0.275
SN2006jh,2006,09,19,2011ApJ...740...92G,00,06,45.742,-,00,02,12.29,,14,-1064,414,378,0.1249,2011ApJ...740...92G,530,37,2011ApJ...740...92G,0.185
SN2006jm,2006,09,29,2011ApJ...740...92G,22,54,12.24,+,01,03,03.2,,9,-16,1096,9,0.32956,2018PASP..130f4002S,1408,101,2011ApJ...740...92G,0.27699999999999997
SN2006jr,2006,10,01,2011ApJ...740...92G,03,39,47.16,+,00,59,31.68,,4,-1039,794,794,0.1771,2011ApJ...740...92G,756,53,2011ApJ...740...92G,0.24600000000000002
SN2006js,2006,10,01,2006CBET..680A...1B,20,55,20.06,-,00,05,34,,9,-1133,1019,703,0.1967,2011A&A...526A..28O,809,57,2006CBET..680A...1B,0.254
SN2006jt,2006,10,02,2011ApJ...740...92G,21,58,48.24,+,00,11,54.65,,22,-786,719,661,0.144,2011ApJ...740...92G,612,48,2011ApJ...740...92G,0.129
SN2006ju,2006,10,02,2007SDSS6.C...0000:,23,24,38.93,-,00,43,04.4,,24,-1134,1120,693,0.14862,2001SDSSe.1...0000:,631,44,2001SDSSe.1...0000:,0.11599999999999999
SN2006jw,2006,10,03,2007SDSS6.C...0000:,02,23,22.22,+,00,49,08.5,,6,-1044,752,752,0.24953,2016SDSSD.C...0000:,1065,75,2016SDSSD.C...0000:,0.095
SN2006jy,2006,10,04,2007SDSS6.C...0000:,01,02,56.35,+,00,10,58.9,,6,-1093,380,381,0.20443,2016SDSSD.C...0000:,871,61,2016SDSSD.C...0000:,0.09699999999999999
SN2006jz,2006,10,11,2007SDSS6.C...0000:,00,11,24.567,+,00,42,07.01,,26,-1086,720,17,0.19947,2003SDSS1.C...0000:,849,60,2003SDSS1.C...0000:,0.075
SN2006ka,2006,10,11,2011ApJ...740...92G,02,18,26.597,+,00,13,33.72,,6,-1052,744,744,0.248,2011ApJ...740...92G,1058,77,2011ApJ...740...92G,0.1
SN2006kd,2006,10,13,2007SDSS6.C...0000:,01,07,49.944,+,00,49,42.89,,20,-1102,1446,346,0.1363,2011A&A...526A..28O,552,39,2006CBET..680A...1B,0.076
SN2006kj,2006,09,27,2007SDSS6.C...0000:,03,24,32.9,+,01,01,21.4,,6,-1037,809,809,0.2115,2011A&A...526A..28O,897,63,2006CBET..688A...1B,0.322
SN2006kk,2006,09,28,2011ApJ...740...92G,00,27,39.86,+,00,38,58.2,,12,-736,730,373,0.3857,2011ApJ...740...92G,1647,115,2011ApJ...740...92G,0.062
SN2006ko,2006,10,01,2006CBET..688A...1B,01,28,59.95,+,00,46,11.8,,6,-735,366,367,0.362,2018PASP..130f4002S,1623,114,2006CBET..688A...1B,0.069
SN2006kp,2006,10,01,2007SDSS6.C...0000:,02,11,11.593,+,00,41,47.79,,8,-1042,779,753,0.29231,2016SDSSD.C...0000:,1248,87,2016SDSSD.C...0000:,0.081
SN2006kq,2006,10,02,2006CBET..688A...1B,21,15,36.49,-,00,19,18.2,,15,-16,1075,708,0.1985,2011A&A...526A..28O,852,60,2006CBET..688A...1B,0.162
SN2006kr,2006,10,11,2011ApJ...740...92G,00,19,19.68,+,01,05,26.6,,8,-25,375,17,0.2268,2011ApJ...740...92G,966,68,2011ApJ...740...92G,0.075
SN2006ku,2006,10,13,2007SDSS6.C...0000:,23,38,13.59,+,01,14,57,,10,-1095,343,343,0.1875,2012ApJ...755...61S,808,57,2006CBET..688A...1B,0.08800000000000001
SN2006kx,2006,10,16,2007SDSS6.C...0000:,03,42,14.66,+,00,28,42.1,,11,-1050,1139,55,0.16004,2011ApJ...740...92G,683,48,2011ApJ...740...92G,0.271
SN2006lb,2006,10,20,2007SDSS6.C...0000:,03,19,28.176,-,00,19,04.77,,10,-1060,786,366,0.18202,2011ApJ...740...92G,777,55,2011ApJ...740...92G,0.18100000000000002
SN2006lj,2006,09,27,2011ApJ...740...92G,00,10,43.59,+,00,12,06.5,,20,-1072,756,373,0.2439,2011ApJ...740...92G,1039,73,2011ApJ...740...92G,0.091
SN2006ll,2006,10,11,2011ApJ...740...92G,22,07,28.14,-,00,54,12.3,,22,-795,1082,682,0.3821,2011ApJ...740...92G,1631,114,2011ApJ...740...92G,0.237
SN2006lo,2006,10,12,2007SDSS6.C...0000:,21,34,19.2,+,00,35,19.6,,506,-440,1436,276,0.17989,2016SDSSD.C...0000:,766,54,2016SDSSD.C...0000:,0.171
SN2006lp,2006,10,13,2011ApJ...740...92G,00,27,05.68,-,00,07,33.5,,16,-1104,715,345,0.2221,2011ApJ...740...92G,946,66,2011ApJ...740...92G,0.055
SN2006lq,2006,10,13,2011ApJ...740...92G,02,16,35.93,-,00,09,19,,6,-1054,742,742,0.3162,2011ApJ...740...92G,1351,95,2011ApJ...740...92G,0.08900000000000001
SN2006lw,2006,09,16,1990MNRAS.243..692M,02,08,33.669,-,03,57,12.9,,15,-1029,1543,64,0.21,2016ApJS..224....3N,853,60,2006CBET..717A...1P,0.066
SN2006ly,2006,09,16,2007SDSS6.C...0000:,02,34,42.381,-,08,30,39.89,,9,-694,1546,1498,0.287,2016ApJS..224....3N,1282,90,2006CBET..717A...1P,0.08800000000000001
SN2006mr,2006,11,05,1996AJ....111.2212S,03,22,42.84,-,37,12,28.5,,6,-1064,416,341,0.00587,1998A&AS..130..267L,17,0,2016AJ....152...50T,0.057
SN2006mt,2006,10,16,2007SDSS6.C...0000:,00,59,31.06,-,00,15,24.2,,14,-1105,377,356,0.2211,2012ApJ...755...61S,938,66,2006CBET..726A...1B,0.07200000000000001
SN2006mw,2006,10,21,2006CBET..726A...1B,03,25,08.47,-,00,02,26.1,,6,-1061,786,786,0.1184,2018PASP..130f4002S,512,36,2006CBET..726A...1B,0.29
SN2006na,2006,10,21,2011ApJ...740...92G,02,11,19.27,-,00,59,53.2,,8,-746,732,732,0.305,2011ApJ...740...92G,1303,94,2011ApJ...740...92G,0.08
SN2006nb,2006,10,22,2007SDSS6.C...0000:,02,26,53.376,-,00,19,40.24,,69,-729,723,361,0.20649,2016SDSSD.C...0000:,881,62,2016SDSSD.C...0000:,0.087
SN2006nc,2006,10,27,2007SDSS6.C...0000:,00,55,22.512,-,00,23,21.16,,15,-1118,1093,332,0.1242,2012ApJ...755...61S,509,36,2006CBET..735A...1B,0.07
