,file,sn_name,band,ra,dec,total_epochs,t_mean_first,t_mean_last,disc_date,epochs_pre_disc,epochs_post_disc,t_delta_first,t_delta_last,t_delta_next
6110,SDSS-II_SN_7056-NUV.fits.gz,SDSS-II SN 7056,NUV,2.346091666666667,0.1366369444444444,10,2003-10-20,2008-09-30,2005-10-21,1,9,-731.0,1075.0,711.0
6113,SDSS-II_SN_7099-FUV.fits.gz,SDSS-II SN 7099,FUV,342.8882083333334,1.167361111111111,4,2004-08-11,2008-10-08,2005-10-20,3,1,-434.0,1085.0,1085.0
6114,SDSS-II_SN_7099-NUV.fits.gz,SDSS-II SN 7099,NUV,342.8882083333334,1.167361111111111,4,2004-08-11,2008-10-08,2005-10-20,3,1,-434.0,1085.0,1085.0
6115,SDSS-II_SN_7119-FUV.fits.gz,SDSS-II SN 7119,FUV,315.989,-0.070343,7,2004-08-15,2008-09-07,2005-10-25,2,5,-436.0,1048.0,313.0
6116,SDSS-II_SN_7119-NUV.fits.gz,SDSS-II SN 7119,NUV,315.989,-0.070343,11,2004-08-15,2009-07-24,2005-10-25,2,9,-436.0,1369.0,313.0
6121,SDSS-II_SN_7194-FUV.fits.gz,SDSS-II SN 7194,FUV,37.16079166666667,-0.4693333333333333,28,2004-10-22,2008-10-13,2005-10-14,24,4,-356.0,1095.0,734.0
6122,SDSS-II_SN_7194-NUV.fits.gz,SDSS-II SN 7194,NUV,37.16079166666667,-0.4693333333333333,34,2004-10-22,2008-10-13,2005-10-14,30,4,-356.0,1095.0,734.0
6123,SDSS-II_SN_7195-FUV.fits.gz,SDSS-II SN 7195,FUV,37.24370833333333,-0.5335555555555556,28,2004-10-22,2008-10-13,2005-10-30,24,4,-372.0,1079.0,718.0
6124,SDSS-II_SN_7195-NUV.fits.gz,SDSS-II SN 7195,NUV,37.24370833333333,-0.5335555555555556,34,2004-10-22,2008-10-13,2005-10-30,30,4,-372.0,1079.0,718.0
6131,SDSS-II_SN_7365-FUV.fits.gz,SDSS-II SN 7365,FUV,352.317,0.5798055555555556,15,2003-08-25,2008-08-29,2005-09-23,9,6,-759.0,1072.0,3.0
6132,SDSS-II_SN_7365-NUV.fits.gz,SDSS-II SN 7365,NUV,352.317,0.5798055555555556,23,2003-08-25,2009-10-25,2005-09-23,10,13,-759.0,1493.0,3.0
6133,SDSS-II_SN_7373-FUV.fits.gz,SDSS-II SN 7373,FUV,352.8049041666667,0.5883055555555556,23,2003-10-13,2008-10-30,2005-10-28,10,13,-745.0,1098.0,312.0
6134,SDSS-II_SN_7373-NUV.fits.gz,SDSS-II SN 7373,NUV,352.8049041666667,0.5883055555555556,30,2003-10-13,2009-10-25,2005-10-28,12,18,-745.0,1458.0,312.0
6135,SDSS-II_SN_7374-FUV.fits.gz,SDSS-II SN 7374,FUV,353.01275,0.6202722222222222,122,2003-10-13,2008-10-31,2005-10-23,50,72,-740.0,1104.0,316.0
6136,SDSS-II_SN_7374-NUV.fits.gz,SDSS-II SN 7374,NUV,353.01275,0.6202722222222222,128,2003-10-13,2009-10-22,2005-10-23,55,73,-740.0,1461.0,316.0
6137,SDSS-II_SN_7413-FUV.fits.gz,SDSS-II SN 7413,FUV,15.04537916666667,0.4747194444444445,3,2003-10-06,2007-11-10,2005-09-09,1,2,-703.0,793.0,758.0
6138,SDSS-II_SN_7413-NUV.fits.gz,SDSS-II SN 7413,NUV,15.04537916666667,0.4747194444444445,3,2003-10-06,2007-11-10,2005-09-09,1,2,-703.0,793.0,758.0
6141,SDSS-II_SN_7457-FUV.fits.gz,SDSS-II SN 7457,FUV,350.90315,-0.3721805555555555,6,2003-08-25,2008-10-14,2005-11-02,3,3,-799.0,1078.0,1027.0
6142,SDSS-II_SN_7457-NUV.fits.gz,SDSS-II SN 7457,NUV,350.90315,-0.3721805555555555,12,2003-08-25,2009-10-26,2005-11-02,3,9,-799.0,1455.0,1027.0
6143,SDSS-II_SN_7479-FUV.fits.gz,SDSS-II SN 7479,FUV,7.225808333333333,-0.4094805555555556,5,2003-10-04,2007-09-23,2005-10-31,2,3,-758.0,693.0,692.0
6144,SDSS-II_SN_7479-NUV.fits.gz,SDSS-II SN 7479,NUV,7.225808333333333,-0.4094805555555556,5,2003-10-04,2007-09-23,2005-10-31,2,3,-758.0,693.0,692.0
6147,SDSS-II_SN_7502-FUV.fits.gz,SDSS-II SN 7502,FUV,23.13491666666667,-0.3688055555555556,4,2004-09-25,2008-10-11,2005-10-12,2,2,-382.0,1096.0,358.0
6148,SDSS-II_SN_7502-NUV.fits.gz,SDSS-II SN 7502,NUV,23.13491666666667,-0.3688055555555556,4,2004-09-25,2008-10-11,2005-10-12,2,2,-382.0,1096.0,358.0
6151,SDSS-II_SN_7594-FUV.fits.gz,SDSS-II SN 7594,FUV,344.651,0.8992730555555555,5,2004-08-11,2008-10-09,2005-09-21,3,2,-405.0,1114.0,372.0
6152,SDSS-II_SN_7594-NUV.fits.gz,SDSS-II SN 7594,NUV,344.651,0.8992730555555555,7,2004-08-11,2008-10-09,2005-09-21,5,2,-405.0,1114.0,372.0
6153,SDSS-II_SN_7600-FUV.fits.gz,SDSS-II SN 7600,FUV,347.614,-1.107688888888889,7,2003-08-23,2008-10-09,2005-10-28,5,2,-796.0,1078.0,350.0
6154,SDSS-II_SN_7600-NUV.fits.gz,SDSS-II SN 7600,NUV,347.614,-1.107688888888889,7,2003-08-23,2008-10-09,2005-10-28,5,2,-796.0,1078.0,350.0
6159,SDSS-II_SN_7644-FUV.fits.gz,SDSS-II SN 7644,FUV,353.9350416666667,0.8683388888888889,4,2003-10-13,2007-09-20,2005-11-23,2,2,-771.0,667.0,306.0
6160,SDSS-II_SN_7644-NUV.fits.gz,SDSS-II SN 7644,NUV,353.9350416666667,0.8683388888888889,4,2003-10-13,2007-09-20,2005-11-23,2,2,-771.0,667.0,306.0
6167,SDSS-II_SN_7663-FUV.fits.gz,SDSS-II SN 7663,FUV,13.19084166666667,0.9254388888888888,5,2003-10-04,2008-10-06,2005-10-26,1,4,-752.0,1076.0,698.0
6168,SDSS-II_SN_7663-NUV.fits.gz,SDSS-II SN 7663,NUV,13.19084166666667,0.9254388888888888,5,2003-10-04,2008-10-06,2005-10-26,1,4,-752.0,1076.0,698.0
6169,SDSS-II_SN_7699-FUV.fits.gz,SDSS-II SN 7699,FUV,6.238720833333334,-1.215697222222222,5,2003-10-04,2007-10-27,2005-10-21,2,3,-748.0,737.0,715.0
6170,SDSS-II_SN_7699-NUV.fits.gz,SDSS-II SN 7699,NUV,6.238720833333334,-1.215697222222222,5,2003-10-04,2007-10-27,2005-10-21,2,3,-748.0,737.0,715.0
6171,SDSS-II_SN_7701-FUV.fits.gz,SDSS-II SN 7701,FUV,6.516983333333333,-1.228744444444445,5,2003-10-04,2007-10-27,2005-10-26,2,3,-753.0,732.0,710.0
6172,SDSS-II_SN_7701-NUV.fits.gz,SDSS-II SN 7701,NUV,6.516983333333333,-1.228744444444445,5,2003-10-04,2007-10-27,2005-10-26,2,3,-753.0,732.0,710.0
6177,SDSS-II_SN_7713-FUV.fits.gz,SDSS-II SN 7713,FUV,11.6616,-1.256,3,2003-10-04,2007-10-07,2005-10-26,1,2,-752.0,712.0,698.0
6178,SDSS-II_SN_7713-NUV.fits.gz,SDSS-II SN 7713,NUV,11.6616,-1.256,3,2003-10-04,2007-10-07,2005-10-26,1,2,-752.0,712.0,698.0
6179,SDSS-II_SN_7717-FUV.fits.gz,SDSS-II SN 7717,FUV,14.4405,-1.232333333333334,5,2003-10-04,2008-09-30,2005-10-26,1,4,-752.0,1071.0,1060.0
6180,SDSS-II_SN_7717-NUV.fits.gz,SDSS-II SN 7717,NUV,14.4405,-1.232333333333334,5,2003-10-04,2008-09-30,2005-10-26,1,4,-752.0,1071.0,1060.0
6182,SDSS-II_SN_7725-NUV.fits.gz,SDSS-II SN 7725,NUV,337.722,-0.706229,2,2004-08-24,2011-10-12,2005-10-23,1,1,-424.0,2181.0,2181.0
6183,SDSS-II_SN_773-FUV.fits.gz,SDSS-II SN 773,FUV,24.6283,-0.86278,6,2004-10-03,2008-10-18,2005-09-03,2,4,-335.0,1142.0,752.0
6184,SDSS-II_SN_773-NUV.fits.gz,SDSS-II SN 773,NUV,24.6283,-0.86278,6,2004-10-03,2008-10-18,2005-09-03,2,4,-335.0,1142.0,752.0
6185,SDSS-II_SN_7736-FUV.fits.gz,SDSS-II SN 7736,FUV,327.753,0.118043,6,2003-08-18,2008-09-17,2005-10-23,5,1,-796.0,1060.0,1060.0
6186,SDSS-II_SN_7736-NUV.fits.gz,SDSS-II SN 7736,NUV,327.753,0.118043,7,2003-08-18,2008-09-17,2005-10-23,6,1,-796.0,1060.0,1060.0
6189,SDSS-II_SN_7780-NUV.fits.gz,SDSS-II SN 7780,NUV,310.217,-0.08545699999999999,14,2004-07-11,2010-07-04,2005-10-27,4,10,-472.0,1712.0,280.0
6190,SDSS-II_SN_779-FUV.fits.gz,SDSS-II SN 779,FUV,26.67375,-1.020583333333333,3,2004-10-03,2008-10-19,2005-09-15,2,1,-347.0,1131.0,1131.0
6191,SDSS-II_SN_779-NUV.fits.gz,SDSS-II SN 779,NUV,26.67375,-1.020583333333333,3,2004-10-03,2008-10-19,2005-09-15,2,1,-347.0,1131.0,1131.0
6193,SDSS-II_SN_7794-NUV.fits.gz,SDSS-II SN 7794,NUV,5.5089,0.07490277777777778,31,2003-09-04,2009-10-19,2005-10-26,30,1,-782.0,1454.0,1454.0
6194,SDSS-II_SN_7802-FUV.fits.gz,SDSS-II SN 7802,FUV,345.5761208333333,0.729175,3,2004-08-11,2008-10-09,2005-10-27,2,1,-441.0,1078.0,1078.0
6195,SDSS-II_SN_7802-NUV.fits.gz,SDSS-II SN 7802,NUV,345.5761208333333,0.729175,4,2004-08-11,2008-10-09,2005-10-27,3,1,-441.0,1078.0,1078.0
6196,SDSS-II_SN_7803-FUV.fits.gz,SDSS-II SN 7803,FUV,346.08645,0.6904888888888889,3,2004-08-11,2008-10-09,2005-10-20,2,1,-434.0,1085.0,1085.0
6197,SDSS-II_SN_7803-NUV.fits.gz,SDSS-II SN 7803,NUV,346.08645,0.6904888888888889,4,2004-08-11,2008-10-09,2005-10-20,3,1,-434.0,1085.0,1085.0
6200,SDSS-II_SN_7822-FUV.fits.gz,SDSS-II SN 7822,FUV,348.748,-0.00721,3,2003-08-24,2008-10-09,2005-10-20,2,1,-787.0,1086.0,1086.0
6201,SDSS-II_SN_7822-NUV.fits.gz,SDSS-II SN 7822,NUV,348.748,-0.00721,5,2003-08-24,2009-09-25,2005-10-20,2,3,-787.0,1437.0,1086.0
6202,SDSS-II_SN_7824-FUV.fits.gz,SDSS-II SN 7824,FUV,348.8130583333333,-0.08079166666666666,3,2003-08-24,2008-10-09,2005-10-27,2,1,-794.0,1079.0,1079.0
6203,SDSS-II_SN_7824-NUV.fits.gz,SDSS-II SN 7824,NUV,348.8130583333333,-0.08079166666666666,5,2003-08-24,2009-09-25,2005-10-27,2,3,-794.0,1430.0,1079.0
6204,SDSS-II_SN_7835-FUV.fits.gz,SDSS-II SN 7835,FUV,1.45824,-0.080553,7,2003-10-20,2007-11-07,2005-10-20,1,6,-730.0,749.0,712.0
6205,SDSS-II_SN_7835-NUV.fits.gz,SDSS-II SN 7835,NUV,1.45824,-0.080553,7,2003-10-20,2007-11-07,2005-10-20,1,6,-730.0,749.0,712.0
6206,SDSS-II_SN_7851-FUV.fits.gz,SDSS-II SN 7851,FUV,2.165770833333333,0.70124,15,2003-10-20,2008-10-04,2005-10-20,1,14,-730.0,1080.0,330.0
6207,SDSS-II_SN_7851-NUV.fits.gz,SDSS-II SN 7851,NUV,2.165770833333333,0.70124,15,2003-10-20,2008-10-04,2005-10-20,1,14,-730.0,1080.0,330.0
6209,SDSS-II_SN_7882-NUV.fits.gz,SDSS-II SN 7882,NUV,17.0542625,0.1733055555555555,5,2003-10-06,2010-09-28,2005-10-21,1,4,-745.0,1804.0,1802.0
6210,SDSS-II_SN_7884-FUV.fits.gz,SDSS-II SN 7884,FUV,21.76743333333333,0.1234694444444445,3,2004-09-25,2007-10-04,2005-10-12,2,1,-382.0,723.0,723.0
6211,SDSS-II_SN_7884-NUV.fits.gz,SDSS-II SN 7884,NUV,21.76743333333333,0.1234694444444445,3,2004-09-25,2007-10-04,2005-10-12,2,1,-382.0,723.0,723.0
6214,SDSS-II_SN_7954-FUV.fits.gz,SDSS-II SN 7954,FUV,332.6770041666667,0.347775,12,2004-08-06,2008-09-23,2005-11-03,4,8,-454.0,1056.0,325.0
6215,SDSS-II_SN_7954-NUV.fits.gz,SDSS-II SN 7954,NUV,332.6770041666667,0.347775,45,2004-08-06,2010-08-22,2005-11-03,5,40,-454.0,1753.0,325.0
6216,SDSS-II_SN_7986-FUV.fits.gz,SDSS-II SN 7986,FUV,332.621,-0.43756,10,2004-08-06,2008-09-24,2005-10-20,4,6,-440.0,1070.0,1036.0
6217,SDSS-II_SN_7986-NUV.fits.gz,SDSS-II SN 7986,NUV,332.621,-0.43756,42,2004-08-06,2010-08-20,2005-10-20,5,37,-440.0,1766.0,1036.0
6218,SDSS-II_SN_8004-FUV.fits.gz,SDSS-II SN 8004,FUV,347.5285,-0.5579777777777778,4,2003-08-25,2008-10-10,2005-10-27,3,1,-794.0,1079.0,1079.0
6219,SDSS-II_SN_8004-NUV.fits.gz,SDSS-II SN 8004,NUV,347.5285,-0.5579777777777778,4,2003-08-25,2008-10-10,2005-10-27,3,1,-794.0,1079.0,1079.0
6222,SDSS-II_SN_8062-FUV.fits.gz,SDSS-II SN 8062,FUV,347.9769958333333,0.07706944444444444,6,2003-08-25,2008-10-10,2005-10-21,5,1,-788.0,1085.0,1085.0
6223,SDSS-II_SN_8062-NUV.fits.gz,SDSS-II SN 8062,NUV,347.9769958333333,0.07706944444444444,6,2003-08-25,2008-10-10,2005-10-21,5,1,-788.0,1085.0,1085.0
6224,SDSS-II_SN_8092-FUV.fits.gz,SDSS-II SN 8092,FUV,50.15119166666667,0.0939611111111111,5,2003-11-24,2008-12-14,2005-10-14,1,4,-689.0,1157.0,1157.0
6225,SDSS-II_SN_8092-NUV.fits.gz,SDSS-II SN 8092,NUV,50.15119166666667,0.0939611111111111,5,2003-11-24,2008-12-14,2005-10-14,1,4,-689.0,1157.0,1157.0
6226,SDSS-II_SN_8114-FUV.fits.gz,SDSS-II SN 8114,FUV,352.2166333333333,0.2284138888888889,136,2003-08-25,2008-08-29,2005-10-20,104,32,-786.0,1045.0,0.0
6227,SDSS-II_SN_8114-NUV.fits.gz,SDSS-II SN 8114,NUV,352.2166333333333,0.2284138888888889,162,2003-08-25,2009-10-25,2005-10-20,119,43,-786.0,1466.0,0.0
6230,SDSS-II_SN_8138-FUV.fits.gz,SDSS-II SN 8138,FUV,11.46658333333333,0.3780555555555555,4,2003-10-04,2007-11-03,2005-10-30,1,3,-756.0,735.0,706.0
6231,SDSS-II_SN_8138-NUV.fits.gz,SDSS-II SN 8138,NUV,11.46658333333333,0.3780555555555555,4,2003-10-04,2007-11-03,2005-10-30,1,3,-756.0,735.0,706.0
6232,SDSS-II_SN_8160-FUV.fits.gz,SDSS-II SN 8160,FUV,33.76529166666667,-1.1005,3,2003-10-15,2008-10-13,2005-10-20,2,1,-736.0,1090.0,1090.0
6233,SDSS-II_SN_8160-NUV.fits.gz,SDSS-II SN 8160,NUV,33.76529166666667,-1.1005,3,2003-10-15,2008-10-13,2005-10-20,2,1,-736.0,1090.0,1090.0
6234,SDSS-II_SN_8165-FUV.fits.gz,SDSS-II SN 8165,FUV,50.22529166666666,-1.109388888888889,5,2003-11-24,2008-12-14,2005-10-26,1,4,-701.0,1146.0,725.0
6235,SDSS-II_SN_8165-NUV.fits.gz,SDSS-II SN 8165,NUV,50.22529166666666,-1.109388888888889,5,2003-11-24,2008-12-14,2005-10-26,1,4,-701.0,1146.0,725.0
6236,SDSS-II_SN_8216-FUV.fits.gz,SDSS-II SN 8216,FUV,331.2694875,-0.05219722222222223,8,2004-08-06,2008-09-23,2005-10-30,2,6,-450.0,1059.0,287.0
6237,SDSS-II_SN_8216-NUV.fits.gz,SDSS-II SN 8216,NUV,331.2694875,-0.05219722222222223,10,2004-08-06,2009-09-27,2005-10-30,3,7,-450.0,1429.0,287.0
6239,SDSS-II_SN_8226-FUV.fits.gz,SDSS-II SN 8226,FUV,334.8172541666667,0.7492,86,2003-08-31,2008-09-23,2005-10-20,56,30,-780.0,1070.0,325.0
6240,SDSS-II_SN_8226-NUV.fits.gz,SDSS-II SN 8226,NUV,334.8172541666667,0.7492,128,2003-08-31,2011-10-12,2005-10-20,58,70,-780.0,2183.0,325.0
6243,SDSS-II_SN_8254-FUV.fits.gz,SDSS-II SN 8254,FUV,351.164,0.8199722222222222,8,2003-08-25,2008-10-14,2005-11-03,5,3,-800.0,1077.0,1026.0
6244,SDSS-II_SN_8254-NUV.fits.gz,SDSS-II SN 8254,NUV,351.164,0.8199722222222222,15,2003-08-25,2009-10-25,2005-11-03,5,10,-800.0,1453.0,1026.0
6250,SDSS-II_SN_8280-FUV.fits.gz,SDSS-II SN 8280,FUV,8.573158333333334,0.795561111111111,9,2003-09-30,2007-09-30,2005-10-27,1,8,-757.0,703.0,368.0
6251,SDSS-II_SN_8280-NUV.fits.gz,SDSS-II SN 8280,NUV,8.573158333333334,0.795561111111111,9,2003-09-30,2007-09-30,2005-10-27,1,8,-757.0,703.0,368.0
6252,SDSS-II_SN_8290-FUV.fits.gz,SDSS-II SN 8290,FUV,55.4851,1.1678,2,2003-11-30,2008-12-05,2005-11-09,1,1,-710.0,1122.0,1122.0
6253,SDSS-II_SN_8290-NUV.fits.gz,SDSS-II SN 8290,NUV,55.4851,1.1678,2,2003-11-30,2008-12-05,2005-11-09,1,1,-710.0,1122.0,1122.0
6256,SDSS-II_SN_8307-FUV.fits.gz,SDSS-II SN 8307,FUV,36.60452916666667,0.7906444444444445,32,2003-11-23,2008-10-23,2005-10-23,2,30,-699.0,1096.0,2.0
6257,SDSS-II_SN_8307-NUV.fits.gz,SDSS-II SN 8307,NUV,36.60452916666667,0.7906444444444445,32,2003-11-23,2008-10-23,2005-10-23,2,30,-699.0,1096.0,2.0
6260,SDSS-II_SN_8327-FUV.fits.gz,SDSS-II SN 8327,FUV,52.2424,0.676611111111111,3,2003-11-24,2008-12-02,2005-10-23,1,2,-698.0,1137.0,796.0
6261,SDSS-II_SN_8327-NUV.fits.gz,SDSS-II SN 8327,NUV,52.2424,0.676611111111111,4,2003-11-24,2009-11-27,2005-10-23,1,3,-698.0,1497.0,796.0
6266,SDSS-II_SN_8421-FUV.fits.gz,SDSS-II SN 8421,FUV,14.518,-0.9341388888888889,9,2003-10-04,2008-10-28,2005-11-01,2,7,-758.0,1092.0,700.0
6267,SDSS-II_SN_8421-NUV.fits.gz,SDSS-II SN 8421,NUV,14.518,-0.9341388888888889,9,2003-10-04,2008-10-28,2005-11-01,2,7,-758.0,1092.0,700.0
6268,SDSS-II_SN_8457-FUV.fits.gz,SDSS-II SN 8457,FUV,49.8194,-0.838535,5,2003-11-24,2008-12-14,2005-09-28,1,4,-673.0,1174.0,753.0
6269,SDSS-II_SN_8457-NUV.fits.gz,SDSS-II SN 8457,NUV,49.8194,-0.838535,5,2003-11-24,2008-12-14,2005-09-28,1,4,-673.0,1174.0,753.0
6274,SDSS-II_SN_8576-FUV.fits.gz,SDSS-II SN 8576,FUV,13.8658,-0.161447,4,2003-10-04,2007-11-10,2005-10-20,1,3,-746.0,751.0,704.0
6275,SDSS-II_SN_8576-NUV.fits.gz,SDSS-II SN 8576,NUV,13.8658,-0.161447,4,2003-10-04,2007-11-10,2005-10-20,1,3,-746.0,751.0,704.0
6276,SDSS-II_SN_8577-FUV.fits.gz,SDSS-II SN 8577,FUV,14.2969,-0.129145,4,2003-10-06,2007-10-29,2005-10-27,1,3,-751.0,732.0,710.0
6277,SDSS-II_SN_8577-NUV.fits.gz,SDSS-II SN 8577,NUV,14.2969,-0.129145,4,2003-10-06,2007-10-29,2005-10-27,1,3,-751.0,732.0,710.0
6280,SDSS-II_SN_8600-FUV.fits.gz,SDSS-II SN 8600,FUV,44.27077916666666,-0.09242222222222221,8,2004-11-19,2008-12-17,2005-10-26,1,7,-340.0,1149.0,9.0
6281,SDSS-II_SN_8600-NUV.fits.gz,SDSS-II SN 8600,NUV,44.27077916666666,-0.09242222222222221,8,2004-11-19,2008-12-17,2005-10-26,1,7,-340.0,1149.0,9.0
6282,SDSS-II_SN_8605-FUV.fits.gz,SDSS-II SN 8605,FUV,51.0385,-0.002995,3,2003-11-24,2008-12-14,2005-10-14,1,2,-689.0,1157.0,1157.0
6283,SDSS-II_SN_8605-NUV.fits.gz,SDSS-II SN 8605,NUV,51.0385,-0.002995,3,2003-11-24,2008-12-14,2005-10-14,1,2,-689.0,1157.0,1157.0
6284,SDSS-II_SN_8607-FUV.fits.gz,SDSS-II SN 8607,FUV,323.5869666666667,0.1519583333333333,151,2003-08-20,2008-09-15,2005-10-31,3,148,-802.0,1050.0,265.0
6285,SDSS-II_SN_8607-NUV.fits.gz,SDSS-II SN 8607,NUV,323.5869666666667,0.1519583333333333,364,2003-08-20,2011-08-25,2005-10-31,146,218,-802.0,2124.0,265.0
6286,SDSS-II_SN_8651-FUV.fits.gz,SDSS-II SN 8651,FUV,28.749,-0.5228419999999999,5,2004-10-03,2008-10-20,2005-10-30,2,3,-392.0,1086.0,1086.0
6287,SDSS-II_SN_8651-NUV.fits.gz,SDSS-II SN 8651,NUV,28.749,-0.5228419999999999,11,2004-10-03,2010-12-09,2005-10-30,2,9,-392.0,1866.0,1086.0
6288,SDSS-II_SN_8662-FUV.fits.gz,SDSS-II SN 8662,FUV,37.4435,-0.4828333333333333,27,2004-10-22,2008-10-20,2005-10-20,24,3,-362.0,1097.0,728.0
6289,SDSS-II_SN_8662-NUV.fits.gz,SDSS-II SN 8662,NUV,37.4435,-0.4828333333333333,33,2004-10-22,2008-10-20,2005-10-20,30,3,-362.0,1097.0,728.0
6290,SDSS-II_SN_8700-NUV.fits.gz,SDSS-II SN 8700,NUV,35.10969166666667,0.2271888888888889,2,2003-11-23,2008-10-24,2005-10-26,1,1,-702.0,1094.0,1094.0
6293,SDSS-II_SN_8730-FUV.fits.gz,SDSS-II SN 8730,FUV,32.2745,-0.680307,4,2004-10-04,2008-10-22,2005-10-26,2,2,-386.0,1092.0,1092.0
6294,SDSS-II_SN_8730-NUV.fits.gz,SDSS-II SN 8730,NUV,32.2745,-0.680307,4,2004-10-04,2008-10-22,2005-10-26,2,2,-386.0,1092.0,1092.0
6295,SDSS-II_SN_8742-FUV.fits.gz,SDSS-II SN 8742,FUV,11.23954166666667,0.4372777777777778,6,2003-10-04,2007-10-27,2005-10-31,1,5,-757.0,727.0,677.0
6296,SDSS-II_SN_8742-NUV.fits.gz,SDSS-II SN 8742,NUV,11.23954166666667,0.4372777777777778,6,2003-10-04,2007-10-27,2005-10-31,1,5,-757.0,727.0,677.0
6299,SDSS-II_SN_8888-FUV.fits.gz,SDSS-II SN 8888,FUV,5.165720833333333,0.3205388888888889,34,2003-09-04,2007-10-18,2005-11-03,30,4,-790.0,715.0,316.0
6300,SDSS-II_SN_8888-NUV.fits.gz,SDSS-II SN 8888,NUV,5.165720833333333,0.3205388888888889,35,2003-09-04,2009-10-19,2005-11-03,30,5,-790.0,1446.0,316.0
6301,SDSS-II_SN_8912-NUV.fits.gz,SDSS-II SN 8912,NUV,314.591,-0.160765,10,2003-08-24,2009-07-17,2005-11-03,6,4,-802.0,1352.0,1034.0
6302,SDSS-II_SN_893-FUV.fits.gz,SDSS-II SN 893,FUV,5.494208333333333,-0.1316666666666667,35,2003-09-04,2008-09-29,2005-09-03,28,7,-729.0,1123.0,377.0
6303,SDSS-II_SN_893-NUV.fits.gz,SDSS-II SN 893,NUV,5.494208333333333,-0.1316666666666667,36,2003-09-04,2009-10-19,2005-09-03,28,8,-729.0,1507.0,377.0
6304,SDSS-II_SN_9020-FUV.fits.gz,SDSS-II SN 9020,FUV,347.115,-0.9198888888888889,6,2003-08-23,2008-10-09,2005-10-25,3,3,-793.0,1081.0,353.0
6305,SDSS-II_SN_9020-NUV.fits.gz,SDSS-II SN 9020,NUV,347.115,-0.9198888888888889,6,2003-08-23,2008-10-09,2005-10-25,3,3,-793.0,1081.0,353.0
6308,SDSS-II_SN_904-FUV.fits.gz,SDSS-II SN 904,FUV,21.0954,-0.124883,3,2004-09-25,2007-10-04,2005-09-03,2,1,-343.0,762.0,762.0
6309,SDSS-II_SN_904-NUV.fits.gz,SDSS-II SN 904,NUV,21.0954,-0.124883,3,2004-09-25,2007-10-04,2005-09-03,2,1,-343.0,762.0,762.0
6310,SDSS-II_SN_9052-FUV.fits.gz,SDSS-II SN 9052,FUV,21.04118333333333,-0.4830111111111111,5,2004-09-25,2008-09-25,2005-10-30,2,3,-400.0,1061.0,705.0
6311,SDSS-II_SN_9052-NUV.fits.gz,SDSS-II SN 9052,NUV,21.04118333333333,-0.4830111111111111,5,2004-09-25,2008-09-25,2005-10-30,2,3,-400.0,1061.0,705.0
6312,SDSS-II_SN_9109-FUV.fits.gz,SDSS-II SN 9109,FUV,26.38908333333333,0.8507388888888888,5,2004-10-03,2008-10-19,2005-10-31,2,3,-393.0,1084.0,706.0
6313,SDSS-II_SN_9109-NUV.fits.gz,SDSS-II SN 9109,NUV,26.38908333333333,0.8507388888888888,5,2004-10-03,2008-10-19,2005-10-31,2,3,-393.0,1084.0,706.0
6317,SDSS-II_SN_9132-FUV.fits.gz,SDSS-II SN 9132,FUV,16.25524583333333,0.5401194444444445,9,2003-10-06,2007-10-28,2005-10-31,1,8,-755.0,727.0,691.0
6318,SDSS-II_SN_9132-NUV.fits.gz,SDSS-II SN 9132,NUV,16.25524583333333,0.5401194444444445,9,2003-10-06,2007-10-28,2005-10-31,1,8,-755.0,727.0,691.0
6319,SDSS-II_SN_9133-FUV.fits.gz,SDSS-II SN 9133,FUV,16.6424625,0.4608666666666667,4,2003-10-06,2007-10-28,2005-11-02,1,3,-757.0,725.0,704.0
6320,SDSS-II_SN_9133-NUV.fits.gz,SDSS-II SN 9133,NUV,16.6424625,0.4608666666666667,4,2003-10-06,2007-10-28,2005-11-02,1,3,-757.0,725.0,704.0
6321,SDSS-II_SN_9194-FUV.fits.gz,SDSS-II SN 9194,FUV,1.88732,-0.796965,6,2003-10-20,2008-09-28,2005-10-21,1,5,-731.0,1073.0,712.0
6322,SDSS-II_SN_9194-NUV.fits.gz,SDSS-II SN 9194,NUV,1.88732,-0.796965,6,2003-10-20,2008-09-28,2005-10-21,1,5,-731.0,1073.0,712.0
6325,SDSS-II_SN_9239-FUV.fits.gz,SDSS-II SN 9239,FUV,6.233629166666667,-1.052,6,2003-10-04,2007-10-29,2005-10-27,2,4,-754.0,733.0,709.0
6326,SDSS-II_SN_9239-NUV.fits.gz,SDSS-II SN 9239,NUV,6.233629166666667,-1.052,6,2003-10-04,2007-10-29,2005-10-27,2,4,-754.0,733.0,709.0
6327,SDSS-II_SN_9268-NUV.fits.gz,SDSS-II SN 9268,NUV,311.687,-0.17424,18,2003-08-17,2010-07-04,2005-10-30,7,11,-805.0,1709.0,281.0
6330,SDSS-II_SN_9326-FUV.fits.gz,SDSS-II SN 9326,FUV,344.3162958333334,0.6284333333333334,12,2004-08-11,2008-10-09,2005-10-30,3,9,-444.0,1075.0,1026.0
6331,SDSS-II_SN_9326-NUV.fits.gz,SDSS-II SN 9326,NUV,344.3162958333334,0.6284333333333334,19,2004-08-11,2009-10-06,2005-10-30,5,14,-444.0,1437.0,1026.0
