file,sn_name,band,ra,dec,total_epochs,t_mean_first,t_mean_last,disc_date,epochs_pre_disc,epochs_post_disc,t_delta_first,t_delta_last,t_delta_next
SN2006tu-FUV.fits.gz,SN2006tu,FUV,37.48557083333333,-7.997441666666667,2,2006-11-19,2008-10-11,2006-12-19,1,1,-29.0,663.0,663.0
SN2006tu-NUV.fits.gz,SN2006tu,NUV,37.48557083333333,-7.997441666666667,11,2006-11-19,2010-12-11,2006-12-19,1,10,-29.0,1453.0,663.0
SN2006tv-FUV.fits.gz,SN2006tv,FUV,38.89260416666666,-8.57278611111111,4,2004-10-21,2005-11-05,2006-12-19,4,0,-789.0,-409.0,
SN2006tv-NUV.fits.gz,SN2006tv,NUV,38.89260416666666,-8.57278611111111,9,2004-10-21,2010-12-10,2006-12-19,4,5,-789.0,1453.0,1404.0
SN2006tw-FUV.fits.gz,SN2006tw,FUV,17.22594583333333,0.2990277777777778,3,2003-10-06,2007-10-22,2006-12-21,1,2,-1171.0,305.0,291.0
SN2006tw-NUV.fits.gz,SN2006tw,NUV,17.22594583333333,0.2990277777777778,7,2003-10-06,2010-09-28,2006-12-21,1,6,-1171.0,1378.0,291.0
SN2006tx-FUV.fits.gz,SN2006tx,FUV,17.61159583333333,-0.5687472222222222,4,2003-10-06,2007-11-10,2006-12-21,1,3,-1171.0,324.0,290.0
SN2006tx-NUV.fits.gz,SN2006tx,NUV,17.61159583333333,-0.5687472222222222,8,2003-10-06,2010-11-09,2006-12-21,1,7,-1171.0,1420.0,290.0
SN2006ty-FUV.fits.gz,SN2006ty,FUV,17.68900833333333,0.5679055555555556,3,2003-10-06,2007-10-22,2006-12-21,1,2,-1171.0,305.0,291.0
SN2006ty-NUV.fits.gz,SN2006ty,NUV,17.68900833333333,0.5679055555555556,8,2003-10-06,2010-11-08,2006-12-21,1,7,-1171.0,1419.0,291.0
SN2006ua-FUV.fits.gz,SN2006ua,FUV,36.48754166666667,-8.760655555555555,5,2004-10-21,2007-11-06,2006-12-16,3,2,-786.0,326.0,307.0
SN2006ua-NUV.fits.gz,SN2006ua,NUV,36.48754166666667,-8.760655555555555,7,2004-10-21,2011-10-31,2006-12-16,3,4,-786.0,1780.0,307.0
SN2006ub-FUV.fits.gz,SN2006ub,FUV,36.58891666666667,-8.905505555555555,5,2004-10-21,2007-11-06,2006-12-16,3,2,-786.0,326.0,307.0
SN2006ub-NUV.fits.gz,SN2006ub,NUV,36.58891666666667,-8.905505555555555,7,2004-10-21,2011-10-31,2006-12-16,3,4,-786.0,1780.0,307.0
SN2006uc-FUV.fits.gz,SN2006uc,FUV,119.6913333333333,54.02151666666666,1,2006-12-25,2006-12-25,2006-12-16,0,1,9.0,9.0,9.0
SN2006uc-NUV.fits.gz,SN2006uc,NUV,119.6913333333333,54.02151666666666,1,2006-12-25,2006-12-25,2006-12-16,0,1,9.0,9.0,9.0
SN2006ue-FUV.fits.gz,SN2006ue,FUV,170.9565416666667,21.47788055555555,2,2007-02-22,2007-03-07,2006-12-16,0,2,69.0,82.0,69.0
SN2006ue-NUV.fits.gz,SN2006ue,NUV,170.9565416666667,21.47788055555555,2,2007-02-22,2007-03-07,2006-12-16,0,2,69.0,82.0,69.0
SN2006X-FUV.fits.gz,SN2006X,FUV,185.7247083333333,15.80888888888889,7,2006-03-11,2009-05-10,2006-02-04,0,7,35.0,1192.0,35.0
SN2006X-NUV.fits.gz,SN2006X,NUV,185.7247083333333,15.80888888888889,9,2004-04-11,2010-04-10,2006-02-04,1,8,-663.0,1527.0,35.0
SN2006Z-FUV.fits.gz,SN2006Z,FUV,206.2419583333333,26.30713888888889,1,2007-05-11,2007-05-11,2006-02-01,0,1,465.0,465.0,465.0
SN2006Z-NUV.fits.gz,SN2006Z,NUV,206.2419583333333,26.30713888888889,4,2005-03-11,2007-05-11,2006-02-01,3,1,-326.0,465.0,465.0
SN2007A-FUV.fits.gz,SN2007A,FUV,6.319416666666666,12.88680555555555,2,2006-10-26,2006-10-29,2007-01-02,2,0,-68.0,-65.0,
SN2007A-NUV.fits.gz,SN2007A,NUV,6.319416666666666,12.88680555555555,2,2006-10-26,2006-10-29,2007-01-02,2,0,-68.0,-65.0,
SN2007ae-FUV.fits.gz,SN2007ae,FUV,255.4664583333333,79.03183333333334,3,2005-03-04,2007-02-17,2007-02-19,3,0,-716.0,-2.0,
SN2007ae-NUV.fits.gz,SN2007ae,NUV,255.4664583333333,79.03183333333334,4,2005-03-04,2011-11-11,2007-02-19,3,1,-716.0,1726.0,1726.0
SN2007af-FUV.fits.gz,SN2007af,FUV,215.587625,-0.3937777777777777,5,2007-04-17,2009-05-24,2007-03-01,0,5,47.0,815.0,47.0
SN2007af-NUV.fits.gz,SN2007af,NUV,215.587625,-0.3937777777777777,5,2007-04-17,2009-05-24,2007-03-01,0,5,47.0,815.0,47.0
SN2007al-FUV.fits.gz,SN2007al,FUV,149.827,-19.47383333333333,5,2006-01-27,2008-01-30,2007-03-10,4,1,-407.0,326.0,326.0
SN2007al-NUV.fits.gz,SN2007al,NUV,149.827,-19.47383333333333,5,2006-01-27,2008-01-30,2007-03-10,4,1,-407.0,326.0,326.0
SN2007ao-FUV.fits.gz,SN2007ao,FUV,214.20725,10.80669444444445,11,2007-04-27,2008-05-03,2007-03-13,0,11,45.0,417.0,45.0
SN2007ao-NUV.fits.gz,SN2007ao,NUV,214.20725,10.80669444444445,21,2005-05-15,2008-05-03,2007-03-13,10,11,-667.0,417.0,45.0
SN2007ar-FUV.fits.gz,SN2007ar,FUV,200.2580416666667,58.55066666666666,3,2005-03-04,2008-03-25,2007-03-12,1,2,-738.0,379.0,344.0
SN2007ar-NUV.fits.gz,SN2007ar,NUV,200.2580416666667,58.55066666666666,4,2005-03-04,2008-03-25,2007-03-12,2,2,-738.0,379.0,344.0
SN2007at-FUV.fits.gz,SN2007at,FUV,222.8011666666667,-21.392,1,2007-06-06,2007-06-06,2007-03-18,0,1,80.0,80.0,80.0
SN2007at-NUV.fits.gz,SN2007at,NUV,222.8011666666667,-21.392,1,2007-06-06,2007-06-06,2007-03-18,0,1,80.0,80.0,80.0
SN2007au-FUV.fits.gz,SN2007au,FUV,107.942125,49.85372222222222,3,2006-12-22,2009-01-31,2007-03-18,2,1,-86.0,685.0,685.0
SN2007au-NUV.fits.gz,SN2007au,NUV,107.942125,49.85372222222222,3,2006-12-22,2009-01-31,2007-03-18,2,1,-86.0,685.0,685.0
SN2007ax-FUV.fits.gz,SN2007ax,FUV,125.68025,22.55469444444444,3,2005-02-16,2008-02-22,2007-03-21,2,1,-763.0,339.0,339.0
SN2007ax-NUV.fits.gz,SN2007ax,NUV,125.68025,22.55469444444444,5,2005-01-16,2008-02-22,2007-03-21,4,1,-793.0,339.0,339.0
SN2007B-FUV.fits.gz,SN2007B,FUV,338.8795833333334,34.80183333333333,1,2004-08-29,2004-08-29,2007-01-05,1,0,-858.0,-858.0,
SN2007B-NUV.fits.gz,SN2007B,NUV,338.8795833333334,34.80183333333333,2,2004-08-29,2005-08-19,2007-01-05,2,0,-858.0,-503.0,
SN2007ba-FUV.fits.gz,SN2007ba,FUV,229.174225,7.396922222222222,6,2007-05-27,2008-05-29,2007-03-29,0,6,59.0,427.0,59.0
SN2007ba-NUV.fits.gz,SN2007ba,NUV,229.174225,7.396922222222222,6,2007-05-27,2008-05-29,2007-03-29,0,6,59.0,427.0,59.0
SN2007bd-FUV.fits.gz,SN2007bd,FUV,127.8869666666667,-1.197783333333333,1,2007-02-08,2007-02-08,2007-04-04,1,0,-54.0,-54.0,
SN2007bd-NUV.fits.gz,SN2007bd,NUV,127.8869666666667,-1.197783333333333,1,2007-02-08,2007-02-08,2007-04-04,1,0,-54.0,-54.0,
SN2007bj-FUV.fits.gz,SN2007bj,FUV,245.544125,-1.514277777777778,2,2006-07-11,2007-07-11,2007-04-18,1,1,-281.0,85.0,85.0
SN2007bj-NUV.fits.gz,SN2007bj,NUV,245.544125,-1.514277777777778,2,2006-07-11,2007-07-11,2007-04-18,1,1,-281.0,85.0,85.0
SN2007bk-FUV.fits.gz,SN2007bk,FUV,232.1899166666667,58.87022222222222,3,2004-06-23,2007-04-15,2007-04-20,3,0,-1031.0,-4.0,
SN2007bk-NUV.fits.gz,SN2007bk,NUV,232.1899166666667,58.87022222222222,3,2004-06-23,2007-04-15,2007-04-20,3,0,-1031.0,-4.0,
SN2007bm-FUV.fits.gz,SN2007bm,FUV,171.2595833333333,-9.798277777777777,1,2007-03-17,2007-03-17,2007-04-20,1,0,-34.0,-34.0,
SN2007bm-NUV.fits.gz,SN2007bm,NUV,171.2595833333333,-9.798277777777777,2,2006-04-05,2007-03-17,2007-04-20,2,0,-380.0,-34.0,
SN2007ca-FUV.fits.gz,SN2007ca,FUV,202.7742083333333,-15.10183333333333,1,2004-05-18,2004-05-18,2007-04-25,1,0,-1071.0,-1071.0,
SN2007ca-NUV.fits.gz,SN2007ca,NUV,202.7742083333333,-15.10183333333333,1,2004-05-18,2004-05-18,2007-04-25,1,0,-1071.0,-1071.0,
SN2007cb-FUV.fits.gz,SN2007cb,FUV,209.5716666666667,-23.37241666666667,1,2007-05-12,2007-05-12,2007-04-27,0,1,16.0,16.0,16.0
SN2007cb-NUV.fits.gz,SN2007cb,NUV,209.5716666666667,-23.37241666666667,1,2007-05-12,2007-05-12,2007-04-27,0,1,16.0,16.0,16.0
SN2007cc-FUV.fits.gz,SN2007cc,FUV,212.1749166666667,-21.59716666666667,1,2004-05-19,2004-05-19,2007-04-27,1,0,-1072.0,-1072.0,
SN2007cc-NUV.fits.gz,SN2007cc,NUV,212.1749166666667,-21.59716666666667,1,2004-05-19,2004-05-19,2007-04-27,1,0,-1072.0,-1072.0,
SN2007cf-FUV.fits.gz,SN2007cf,FUV,230.7819166666667,8.529305555555554,1,2007-04-17,2007-04-17,2007-05-08,1,0,-20.0,-20.0,
SN2007cf-NUV.fits.gz,SN2007cf,NUV,230.7819166666667,8.529305555555554,2,2005-05-19,2007-04-17,2007-05-08,2,0,-718.0,-20.0,
SN2007cg-FUV.fits.gz,SN2007cg,FUV,201.3899166666667,-24.65225,1,2004-05-20,2004-05-20,2007-05-11,1,0,-1086.0,-1086.0,
SN2007cg-NUV.fits.gz,SN2007cg,NUV,201.3899166666667,-24.65225,1,2004-05-20,2004-05-20,2007-05-11,1,0,-1086.0,-1086.0,
SN2007cj-FUV.fits.gz,SN2007cj,FUV,149.9823333333333,-29.61758333333333,2,2006-02-13,2008-01-28,2007-05-03,1,1,-444.0,270.0,270.0
SN2007cj-NUV.fits.gz,SN2007cj,NUV,149.9823333333333,-29.61758333333333,2,2006-02-13,2008-01-28,2007-05-03,1,1,-444.0,270.0,270.0
SN2007cn-FUV.fits.gz,SN2007cn,FUV,333.4824583333333,13.75663888888889,8,2006-08-05,2006-08-26,2007-05-29,8,0,-296.0,-275.0,
SN2007cn-NUV.fits.gz,SN2007cn,NUV,333.4824583333333,13.75663888888889,8,2006-08-05,2006-08-26,2007-05-29,8,0,-296.0,-275.0,
SN2007cp-FUV.fits.gz,SN2007cp,FUV,190.553,-17.40213888888889,1,2007-03-26,2007-03-26,2007-06-13,1,0,-78.0,-78.0,
SN2007cp-NUV.fits.gz,SN2007cp,NUV,190.553,-17.40213888888889,3,2005-04-17,2007-03-26,2007-06-13,3,0,-786.0,-78.0,
SN2007cq-FUV.fits.gz,SN2007cq,FUV,333.668375,5.080166666666666,3,2004-08-09,2005-09-23,2007-06-21,3,0,-1046.0,-636.0,
SN2007cq-NUV.fits.gz,SN2007cq,NUV,333.668375,5.080166666666666,3,2004-08-09,2005-09-23,2007-06-21,3,0,-1046.0,-636.0,
SN2007cs-NUV.fits.gz,SN2007cs,NUV,357.4125,29.93113888888889,6,2003-08-24,2005-11-02,2007-06-24,6,0,-1399.0,-599.0,
SN2007cv-FUV.fits.gz,SN2007cv,FUV,159.4391666666667,-27.0825,2,2006-02-12,2008-01-22,2007-06-29,1,1,-501.0,208.0,208.0
SN2007cv-NUV.fits.gz,SN2007cv,NUV,159.4391666666667,-27.0825,2,2006-02-12,2008-01-22,2007-06-29,1,1,-501.0,208.0,208.0
SN2007cx-FUV.fits.gz,SN2007cx,FUV,154.7895416666667,36.84855555555556,2,2007-02-12,2007-03-05,2007-03-31,2,0,-46.0,-25.0,
SN2007cx-NUV.fits.gz,SN2007cx,NUV,154.7895416666667,36.84855555555556,2,2007-02-12,2007-03-05,2007-03-31,2,0,-46.0,-25.0,
SN2007cy-FUV.fits.gz,SN2007cy,FUV,137.8753333333333,8.457833333333333,3,2004-02-23,2007-02-21,2007-04-02,3,0,-1134.0,-39.0,
SN2007cy-NUV.fits.gz,SN2007cy,NUV,137.8753333333333,8.457833333333333,4,2004-01-30,2007-02-21,2007-04-02,4,0,-1157.0,-39.0,
SN2007cz-FUV.fits.gz,SN2007cz,FUV,148.90325,7.304166666666666,4,2006-02-27,2009-02-08,2007-04-03,2,2,-399.0,677.0,287.0
SN2007cz-NUV.fits.gz,SN2007cz,NUV,148.90325,7.304166666666666,4,2006-02-27,2009-02-08,2007-04-03,2,2,-399.0,677.0,287.0
SN2007da-FUV.fits.gz,SN2007da,FUV,166.2735833333333,8.649583333333332,3,2004-03-30,2008-04-02,2007-04-04,2,1,-1099.0,364.0,364.0
SN2007da-NUV.fits.gz,SN2007da,NUV,166.2735833333333,8.649583333333332,6,2004-03-30,2011-04-17,2007-04-04,2,4,-1099.0,1474.0,364.0
SN2007dc-FUV.fits.gz,SN2007dc,FUV,177.2131666666667,10.063,1,2004-03-28,2004-03-28,2007-04-04,1,0,-1102.0,-1102.0,
SN2007dc-NUV.fits.gz,SN2007dc,NUV,177.2131666666667,10.063,1,2004-03-28,2004-03-28,2007-04-04,1,0,-1102.0,-1102.0,
SN2007dd-FUV.fits.gz,SN2007dd,FUV,208.20825,20.49708333333334,1,2007-05-08,2007-05-08,2007-04-04,0,1,34.0,34.0,34.0
SN2007dd-NUV.fits.gz,SN2007dd,NUV,208.20825,20.49708333333334,2,2005-06-12,2007-05-08,2007-04-04,1,1,-661.0,34.0,34.0
SN2007de-FUV.fits.gz,SN2007de,FUV,211.9162083333333,19.468,1,2007-05-08,2007-05-08,2007-04-04,0,1,34.0,34.0,34.0
SN2007de-NUV.fits.gz,SN2007de,NUV,211.9162083333333,19.468,4,2005-05-09,2011-05-31,2007-04-04,1,3,-694.0,1519.0,34.0
SN2007dh-FUV.fits.gz,SN2007dh,FUV,178.1529166666667,12.33733333333333,1,2007-02-28,2007-02-28,2007-04-18,1,0,-48.0,-48.0,
SN2007dh-NUV.fits.gz,SN2007dh,NUV,178.1529166666667,12.33733333333333,2,2007-02-28,2009-03-14,2007-04-18,1,1,-48.0,696.0,696.0
SN2007di-FUV.fits.gz,SN2007di,FUV,243.608,5.155861111111111,3,2006-07-12,2008-06-05,2007-04-18,2,1,-280.0,415.0,415.0
SN2007di-NUV.fits.gz,SN2007di,NUV,243.608,5.155861111111111,5,2005-05-18,2008-06-05,2007-04-18,4,1,-700.0,415.0,415.0
SN2007dj-FUV.fits.gz,SN2007dj,FUV,167.5832083333333,-1.338888888888889,4,2007-03-19,2009-03-05,2007-04-19,1,3,-31.0,687.0,672.0
SN2007dj-NUV.fits.gz,SN2007dj,NUV,167.5832083333333,-1.338888888888889,5,2006-03-31,2009-03-05,2007-04-19,2,3,-384.0,687.0,672.0
SN2007dk-FUV.fits.gz,SN2007dk,FUV,187.8559583333333,-4.487083333333334,1,2007-03-29,2007-03-29,2007-04-19,1,0,-21.0,-21.0,
SN2007dk-NUV.fits.gz,SN2007dk,NUV,187.8559583333333,-4.487083333333334,1,2007-03-29,2007-03-29,2007-04-19,1,0,-21.0,-21.0,
SN2007dl-FUV.fits.gz,SN2007dl,FUV,209.2259583333333,10.84422222222222,1,2004-04-14,2004-04-14,2007-04-22,1,0,-1102.0,-1102.0,
SN2007dl-NUV.fits.gz,SN2007dl,NUV,209.2259583333333,10.84422222222222,1,2004-04-14,2004-04-14,2007-04-22,1,0,-1102.0,-1102.0,
SN2007dm-FUV.fits.gz,SN2007dm,FUV,225.7296666666667,7.201555555555556,2,2007-06-02,2009-05-27,2007-04-22,0,2,42.0,767.0,42.0
SN2007dm-NUV.fits.gz,SN2007dm,NUV,225.7296666666667,7.201555555555556,2,2007-06-02,2009-05-27,2007-04-22,0,2,42.0,767.0,42.0
SN2007dn-FUV.fits.gz,SN2007dn,FUV,230.6908333333333,17.22227777777778,1,2007-04-29,2007-04-29,2007-04-24,0,1,5.0,5.0,5.0
SN2007dn-NUV.fits.gz,SN2007dn,NUV,230.6908333333333,17.22227777777778,1,2007-04-29,2007-04-29,2007-04-24,0,1,5.0,5.0,5.0
SN2007do-FUV.fits.gz,SN2007do,FUV,159.0424166666667,34.54261111111111,1,2005-02-27,2005-02-27,2007-04-27,1,0,-789.0,-789.0,
SN2007do-NUV.fits.gz,SN2007do,NUV,159.0424166666667,34.54261111111111,2,2005-02-27,2010-02-05,2007-04-27,1,1,-789.0,1015.0,1015.0
SN2007dr-FUV.fits.gz,SN2007dr,FUV,250.4833333333333,15.38308333333333,2,2006-07-09,2007-07-16,2007-04-27,1,1,-292.0,81.0,81.0
SN2007dr-NUV.fits.gz,SN2007dr,NUV,250.4833333333333,15.38308333333333,4,2005-05-08,2007-07-16,2007-04-27,3,1,-718.0,81.0,81.0
SN2007ds-FUV.fits.gz,SN2007ds,FUV,243.5191666666667,8.922222222222222,3,2006-07-14,2008-05-30,2007-04-29,1,2,-288.0,398.0,73.0
SN2007ds-NUV.fits.gz,SN2007ds,NUV,243.5191666666667,8.922222222222222,3,2006-07-14,2008-05-30,2007-04-29,1,2,-288.0,398.0,73.0
SN2007dt-NUV.fits.gz,SN2007dt,NUV,314.8570833333333,3.653472222222222,2,2011-08-15,2011-09-13,2007-04-30,0,2,1569.0,1598.0,1569.0
SN2007du-FUV.fits.gz,SN2007du,FUV,200.4787916666667,23.04077777777778,1,2007-05-06,2007-05-06,2007-05-04,0,1,2.0,2.0,2.0
SN2007du-NUV.fits.gz,SN2007du,NUV,200.4787916666667,23.04077777777778,3,2005-05-28,2007-05-06,2007-05-04,2,1,-706.0,2.0,2.0
SN2007dv-FUV.fits.gz,SN2007dv,FUV,210.2125833333333,22.95788888888889,1,2007-05-13,2007-05-13,2007-05-04,0,1,9.0,9.0,9.0
SN2007dv-NUV.fits.gz,SN2007dv,NUV,210.2125833333333,22.95788888888889,1,2007-05-13,2007-05-13,2007-05-04,0,1,9.0,9.0,9.0
SN2007dx-FUV.fits.gz,SN2007dx,FUV,192.803125,-9.029222222222224,3,2007-03-29,2008-04-30,2007-05-09,1,2,-40.0,358.0,358.0
SN2007dx-NUV.fits.gz,SN2007dx,NUV,192.803125,-9.029222222222224,8,2005-05-01,2008-04-30,2007-05-09,6,2,-737.0,358.0,358.0
SN2007E-FUV.fits.gz,SN2007E,FUV,36.643375,-15.84347222222222,2,2007-10-20,2007-11-04,2007-01-10,0,2,283.0,299.0,283.0
SN2007E-NUV.fits.gz,SN2007E,NUV,36.643375,-15.84347222222222,2,2007-10-20,2007-11-04,2007-01-10,0,2,283.0,299.0,283.0
SN2007ec-FUV.fits.gz,SN2007ec,FUV,327.38575,19.029,2,2007-07-18,2007-07-18,2007-05-24,0,2,55.0,55.0,55.0
SN2007ec-NUV.fits.gz,SN2007ec,NUV,327.38575,19.029,2,2007-07-18,2007-07-18,2007-05-24,0,2,55.0,55.0,55.0
SN2007ee-FUV.fits.gz,SN2007ee,FUV,221.94725,16.83141666666667,1,2007-05-31,2007-05-31,2007-05-28,0,1,3.0,3.0,3.0
SN2007ee-NUV.fits.gz,SN2007ee,NUV,221.94725,16.83141666666667,1,2007-05-31,2007-05-31,2007-05-28,0,1,3.0,3.0,3.0
SN2007eg-FUV.fits.gz,SN2007eg,FUV,197.45975,20.745,1,2007-05-03,2007-05-03,2007-05-30,1,0,-26.0,-26.0,
SN2007eg-NUV.fits.gz,SN2007eg,NUV,197.45975,20.745,1,2007-05-03,2007-05-03,2007-05-30,1,0,-26.0,-26.0,
SN2007ek-FUV.fits.gz,SN2007ek,FUV,230.77025,8.782138888888888,1,2007-04-17,2007-04-17,2007-06-04,1,0,-47.0,-47.0,
SN2007ek-NUV.fits.gz,SN2007ek,NUV,230.77025,8.782138888888888,2,2005-05-19,2007-04-17,2007-06-04,2,0,-745.0,-47.0,
SN2007en-FUV.fits.gz,SN2007en,FUV,244.6826666666667,3.04725,1,2004-05-17,2004-05-17,2007-06-05,1,0,-1113.0,-1113.0,
SN2007en-NUV.fits.gz,SN2007en,NUV,244.6826666666667,3.04725,1,2004-05-17,2004-05-17,2007-06-05,1,0,-1113.0,-1113.0,
SN2007eo-FUV.fits.gz,SN2007eo,FUV,262.1930416666667,22.17786111111111,1,2004-06-28,2004-06-28,2007-06-05,1,0,-1071.0,-1071.0,
SN2007eo-NUV.fits.gz,SN2007eo,NUV,262.1930416666667,22.17786111111111,2,2004-06-28,2005-06-26,2007-06-05,2,0,-1071.0,-708.0,
SN2007ep-FUV.fits.gz,SN2007ep,FUV,253.6604583333333,16.04991666666667,1,2007-06-19,2007-06-19,2007-06-08,0,1,12.0,12.0,12.0
SN2007ep-NUV.fits.gz,SN2007ep,NUV,253.6604583333333,16.04991666666667,1,2007-06-19,2007-06-19,2007-06-08,0,1,12.0,12.0,12.0
SN2007ev-FUV.fits.gz,SN2007ev,FUV,340.02575,24.69919444444444,2,2006-09-21,2007-07-21,2007-06-27,1,1,-278.0,24.0,24.0
SN2007ev-NUV.fits.gz,SN2007ev,NUV,340.02575,24.69919444444444,2,2006-09-21,2007-07-21,2007-06-27,1,1,-278.0,24.0,24.0
SN2007ex-NUV.fits.gz,SN2007ex,NUV,6.707875,21.18036111111111,1,2011-10-24,2011-10-24,2007-06-28,0,1,1580.0,1580.0,1580.0
SN2007ey-FUV.fits.gz,SN2007ey,FUV,228.089,12.50102777777778,2,2007-05-26,2007-06-02,2007-06-29,2,0,-33.0,-26.0,
SN2007ey-NUV.fits.gz,SN2007ey,NUV,228.089,12.50102777777778,2,2007-05-26,2007-06-02,2007-06-29,2,0,-33.0,-26.0,
SN2007ez-FUV.fits.gz,SN2007ez,FUV,352.3732083333333,10.53175,3,2003-10-13,2004-09-22,2007-06-30,3,0,-1356.0,-1011.0,
SN2007ez-NUV.fits.gz,SN2007ez,NUV,352.3732083333333,10.53175,4,2003-10-13,2004-09-22,2007-06-30,4,0,-1356.0,-1011.0,
SN2007F-FUV.fits.gz,SN2007F,FUV,195.8128333333333,50.61880555555555,1,2005-03-06,2005-03-06,2007-01-11,1,0,-675.0,-675.0,
SN2007F-NUV.fits.gz,SN2007F,NUV,195.8128333333333,50.61880555555555,2,2005-03-06,2005-04-29,2007-01-11,2,0,-675.0,-622.0,
SN2007fb-FUV.fits.gz,SN2007fb,FUV,359.2182083333333,5.508833333333333,1,2004-08-23,2004-08-23,2007-07-03,1,0,-1043.0,-1043.0,
SN2007fb-NUV.fits.gz,SN2007fb,NUV,359.2182083333333,5.508833333333333,1,2004-08-23,2004-08-23,2007-07-03,1,0,-1043.0,-1043.0,
SN2007fc-FUV.fits.gz,SN2007fc,FUV,359.3912083333333,-21.99805555555556,2,2003-10-11,2004-09-12,2007-07-08,2,0,-1366.0,-1028.0,
SN2007fc-NUV.fits.gz,SN2007fc,NUV,359.3912083333333,-21.99805555555556,3,2003-10-11,2005-09-28,2007-07-08,3,0,-1366.0,-648.0,
SN2007fd-FUV.fits.gz,SN2007fd,FUV,214.0792916666667,36.21702777777778,4,2007-04-30,2007-07-09,2007-06-30,3,1,-60.0,10.0,10.0
SN2007fd-NUV.fits.gz,SN2007fd,NUV,214.0792916666667,36.21702777777778,6,2005-05-28,2007-07-09,2007-06-30,5,1,-763.0,10.0,10.0
SN2007fh-FUV.fits.gz,SN2007fh,FUV,334.1735,21.31636111111111,2,2003-08-23,2005-09-22,2007-07-03,2,0,-1410.0,-649.0,
SN2007fh-NUV.fits.gz,SN2007fh,NUV,334.1735,21.31636111111111,2,2003-08-23,2005-09-22,2007-07-03,2,0,-1410.0,-649.0,
SN2007fi-FUV.fits.gz,SN2007fi,FUV,236.0702916666667,34.72047222222223,1,2004-05-01,2004-05-01,2007-07-05,1,0,-1160.0,-1160.0,
SN2007fi-NUV.fits.gz,SN2007fi,NUV,236.0702916666667,34.72047222222223,1,2004-05-01,2004-05-01,2007-07-05,1,0,-1160.0,-1160.0,
SN2007fq-FUV.fits.gz,SN2007fq,FUV,308.7325,-23.10438888888889,2,2006-08-29,2007-07-21,2007-07-14,1,1,-319.0,7.0,7.0
SN2007fq-NUV.fits.gz,SN2007fq,NUV,308.7325,-23.10438888888889,2,2006-08-29,2007-07-21,2007-07-14,1,1,-319.0,7.0,7.0
SN2007fr-FUV.fits.gz,SN2007fr,FUV,324.286,0.4370980555555556,8,2006-08-06,2008-08-21,2007-07-14,2,6,-342.0,405.0,1.0
SN2007fr-NUV.fits.gz,SN2007fr,NUV,324.286,0.4370980555555556,8,2006-08-06,2008-08-21,2007-07-14,2,6,-342.0,405.0,1.0
SN2007fs-FUV.fits.gz,SN2007fs,FUV,330.4185,-21.50822222222222,3,2003-09-14,2007-09-20,2007-07-15,2,1,-1400.0,68.0,68.0
SN2007fs-NUV.fits.gz,SN2007fs,NUV,330.4185,-21.50822222222222,3,2003-09-14,2007-09-20,2007-07-15,2,1,-1400.0,68.0,68.0
SN2007ft-NUV.fits.gz,SN2007ft,NUV,191.7654166666667,-41.58944444444445,1,2007-03-21,2007-03-21,2007-07-15,1,0,-116.0,-116.0,
SN2007fu-NUV.fits.gz,SN2007fu,NUV,307.6203333333333,-13.25969444444444,5,2004-07-11,2007-07-21,2007-07-13,4,1,-1097.0,9.0,9.0
SN2007fx-FUV.fits.gz,SN2007fx,FUV,313.9882041666667,-5.698033333333334,1,2006-09-12,2006-09-12,2007-07-14,1,0,-305.0,-305.0,
SN2007fx-NUV.fits.gz,SN2007fx,NUV,313.9882041666667,-5.698033333333334,1,2006-09-12,2006-09-12,2007-07-14,1,0,-305.0,-305.0,
SN2007gc-FUV.fits.gz,SN2007gc,FUV,221.9471666666667,30.47069444444444,2,2007-04-09,2007-07-07,2007-07-18,2,0,-99.0,-10.0,
SN2007gc-NUV.fits.gz,SN2007gc,NUV,221.9471666666667,30.47069444444444,2,2007-04-09,2007-07-07,2007-07-18,2,0,-99.0,-10.0,
SN2007gd-FUV.fits.gz,SN2007gd,FUV,232.3811666666667,7.997527777777778,2,2007-04-17,2007-04-17,2007-07-18,2,0,-91.0,-91.0,
SN2007gd-NUV.fits.gz,SN2007gd,NUV,232.3811666666667,7.997527777777778,2,2007-04-17,2007-04-17,2007-07-18,2,0,-91.0,-91.0,
SN2007ge-NUV.fits.gz,SN2007ge,NUV,359.3809166666667,47.45066666666667,2,2011-08-10,2011-11-11,2007-07-19,0,2,1484.0,1576.0,1484.0
SN2007gf-FUV.fits.gz,SN2007gf,FUV,349.4529583333334,22.98530555555556,2,2004-08-15,2004-08-16,2007-07-26,2,0,-1074.0,-1074.0,
SN2007gf-NUV.fits.gz,SN2007gf,NUV,349.4529583333334,22.98530555555556,3,2004-08-15,2005-08-19,2007-07-26,3,0,-1074.0,-705.0,
SN2007gi-FUV.fits.gz,SN2007gi,FUV,180.3475833333333,61.89272222222222,3,2007-02-14,2008-03-31,2007-07-31,2,1,-167.0,244.0,244.0
SN2007gi-NUV.fits.gz,SN2007gi,NUV,180.3475833333333,61.89272222222222,6,2004-02-01,2008-03-31,2007-07-31,5,1,-1275.0,244.0,244.0
SN2007gn-FUV.fits.gz,SN2007gn,FUV,49.13070833333333,15.46130555555555,1,2003-11-29,2003-11-29,2007-07-31,1,0,-1339.0,-1339.0,
