file,sn_name,band,ra,dec,total_epochs,t_mean_first,t_mean_last,disc_date,epochs_pre_disc,epochs_post_disc,t_delta_first,t_delta_last,t_delta_next
PSc030252-NUV.fits.gz,PSc030252,NUV,184.3707125,48.0939,10,2005-03-01,2008-05-18,2010-04-17,10,0,-1872.0,-699.0,
PSc030263-FUV.fits.gz,PSc030263,FUV,185.19875,48.16698055555555,10,2007-02-26,2008-05-18,2010-04-11,10,0,-1139.0,-692.0,
PSc030263-NUV.fits.gz,PSc030263,NUV,185.19875,48.16698055555555,10,2007-02-26,2008-05-18,2010-04-11,10,0,-1139.0,-692.0,
PSc040121-FUV.fits.gz,PSc040121,FUV,159.766675,58.59048333333334,11,2005-02-25,2007-02-23,2010-04-12,11,0,-1871.0,-1143.0,
PSc040121-NUV.fits.gz,PSc040121,NUV,159.766675,58.59048333333334,25,2005-01-15,2011-01-14,2010-04-12,24,1,-1912.0,277.0,277.0
PSc040139-NUV.fits.gz,PSc040139,NUV,214.2912458333333,53.08649722222223,245,2003-06-19,2011-06-02,2010-05-06,239,6,-2512.0,393.0,311.0
PSc040147-FUV.fits.gz,PSc040147,FUV,213.9185291666667,54.22884444444445,5,2009-05-03,2009-05-14,2010-04-17,5,0,-349.0,-337.0,
PSc040147-NUV.fits.gz,PSc040147,NUV,213.9185291666667,54.22884444444445,20,2009-05-03,2011-06-02,2010-04-17,13,7,-349.0,412.0,9.0
PSc040151-FUV.fits.gz,PSc040151,FUV,185.4569708333333,46.45130277777778,9,2004-03-25,2008-05-18,2010-05-06,9,0,-2232.0,-717.0,
PSc040151-NUV.fits.gz,PSc040151,NUV,185.4569708333333,46.45130277777778,10,2004-03-25,2008-05-18,2010-05-06,10,0,-2232.0,-717.0,
PSc040163-FUV.fits.gz,PSc040163,FUV,185.5193708333333,47.01015833333334,10,2005-03-03,2008-05-14,2010-05-06,10,0,-1889.0,-722.0,
PSc040163-NUV.fits.gz,PSc040163,NUV,185.5193708333333,47.01015833333334,11,2005-03-03,2008-05-14,2010-05-06,11,0,-1889.0,-722.0,
PSc040168-FUV.fits.gz,PSc040168,FUV,186.7949583333333,47.18974444444444,11,2005-03-03,2008-05-18,2010-05-09,11,0,-1892.0,-721.0,
PSc040168-NUV.fits.gz,PSc040168,NUV,186.7949583333333,47.18974444444444,13,2005-03-03,2011-06-08,2010-05-09,12,1,-1892.0,395.0,395.0
PSc040169-FUV.fits.gz,PSc040169,FUV,162.3721333333333,58.7664,23,2004-01-23,2004-05-02,2010-05-10,23,0,-2299.0,-2198.0,
PSc040169-NUV.fits.gz,PSc040169,NUV,162.3721333333333,58.7664,51,2004-01-23,2011-03-08,2010-05-10,49,2,-2299.0,303.0,303.0
PSc040170-FUV.fits.gz,PSc040170,FUV,183.5889,47.84312222222223,18,2005-03-01,2008-05-18,2010-05-06,18,0,-1891.0,-717.0,
PSc040170-NUV.fits.gz,PSc040170,NUV,183.5889,47.84312222222223,19,2005-03-01,2008-05-18,2010-05-06,19,0,-1891.0,-717.0,
PSc040176-FUV.fits.gz,PSc040176,FUV,185.2431541666667,45.93470833333333,9,2004-03-25,2008-05-18,2010-05-09,9,0,-2235.0,-720.0,
PSc040176-NUV.fits.gz,PSc040176,NUV,185.2431541666667,45.93470833333333,10,2004-03-25,2008-05-18,2010-05-09,10,0,-2235.0,-720.0,
PSc040313-FUV.fits.gz,PSc040313,FUV,184.1049583333333,48.36581111111111,9,2005-03-01,2008-05-18,2010-05-10,9,0,-1895.0,-722.0,
PSc040313-NUV.fits.gz,PSc040313,NUV,184.1049583333333,48.36581111111111,10,2005-03-01,2008-05-18,2010-05-10,10,0,-1895.0,-722.0,
PSc040316-NUV.fits.gz,PSc040316,NUV,212.8478375,52.43461111111111,20,2009-05-04,2011-03-14,2010-05-10,18,2,-370.0,309.0,307.0
PSc040318-NUV.fits.gz,PSc040318,NUV,214.3324916666667,53.11257777777778,246,2003-06-19,2011-06-02,2010-05-09,240,6,-2515.0,390.0,308.0
PSc040343-FUV.fits.gz,PSc040343,FUV,159.7905541666667,58.67759444444444,11,2005-02-25,2007-02-23,2010-05-10,11,0,-1899.0,-1171.0,
PSc040343-NUV.fits.gz,PSc040343,NUV,159.7905541666667,58.67759444444444,24,2005-01-15,2011-01-14,2010-05-10,23,1,-1940.0,249.0,249.0
PSc040377-FUV.fits.gz,PSc040377,FUV,160.2161916666667,58.881525,12,2004-01-25,2007-02-23,2010-04-12,12,0,-2269.0,-1143.0,
PSc040377-NUV.fits.gz,PSc040377,NUV,160.2161916666667,58.881525,25,2004-01-25,2007-02-23,2010-04-12,25,0,-2269.0,-1143.0,
PSc040434-FUV.fits.gz,PSc040434,FUV,185.3526041666667,45.89489444444445,9,2004-03-25,2008-05-18,2010-05-11,9,0,-2237.0,-722.0,
PSc040434-NUV.fits.gz,PSc040434,NUV,185.3526041666667,45.89489444444445,10,2004-03-25,2008-05-18,2010-05-11,10,0,-2237.0,-722.0,
PSc040473-FUV.fits.gz,PSc040473,FUV,164.5921708333333,58.48312777777778,18,2004-01-25,2009-02-08,2010-04-03,18,0,-2260.0,-418.0,
PSc040473-NUV.fits.gz,PSc040473,NUV,164.5921708333333,58.48312777777778,38,2004-01-25,2009-02-08,2010-04-03,38,0,-2260.0,-418.0,
PSc040477-FUV.fits.gz,PSc040477,FUV,245.1417125,54.80671388888889,11,2004-07-14,2009-05-17,2010-05-08,11,0,-2124.0,-355.0,
PSc040477-NUV.fits.gz,PSc040477,NUV,245.1417125,54.80671388888889,40,2004-07-14,2011-06-10,2010-05-08,28,12,-2124.0,398.0,2.0
PSc040511-FUV.fits.gz,PSc040511,FUV,241.9167458333333,55.12498055555555,24,2006-04-14,2009-05-17,2010-05-13,24,0,-1489.0,-360.0,
PSc040511-NUV.fits.gz,PSc040511,NUV,241.9167458333333,55.12498055555555,83,2004-05-12,2011-06-10,2010-05-13,71,12,-2191.0,394.0,36.0
PSc040512-FUV.fits.gz,PSc040512,FUV,242.0043,54.22340000000001,20,2004-06-25,2009-05-17,2010-05-10,20,0,-2144.0,-357.0,
PSc040512-NUV.fits.gz,PSc040512,NUV,242.0043,54.22340000000001,67,2004-05-12,2011-06-10,2010-05-10,50,17,-2188.0,397.0,39.0
PSc040530-FUV.fits.gz,PSc040530,FUV,242.7075458333333,54.81849722222223,33,2003-06-30,2009-05-17,2010-05-13,33,0,-2508.0,-360.0,
PSc040530-NUV.fits.gz,PSc040530,NUV,242.7075458333333,54.81849722222223,49,2003-06-30,2011-06-10,2010-05-13,40,9,-2508.0,393.0,35.0
PSc040540-NUV.fits.gz,PSc040540,NUV,212.1560458333333,52.66031944444444,20,2009-05-04,2011-03-14,2010-05-10,18,2,-370.0,309.0,307.0
PSc040573-FUV.fits.gz,PSc040573,FUV,183.5242541666667,47.25124444444445,8,2008-02-13,2008-05-18,2010-05-13,8,0,-820.0,-724.0,
PSc040573-NUV.fits.gz,PSc040573,NUV,183.5242541666667,47.25124444444445,8,2008-02-13,2008-05-18,2010-05-13,8,0,-820.0,-724.0,
PSc040593-FUV.fits.gz,PSc040593,FUV,184.891075,45.84123888888889,4,2006-02-28,2009-04-26,2010-05-10,4,0,-1532.0,-379.0,
PSc040593-NUV.fits.gz,PSc040593,NUV,184.891075,45.84123888888889,7,2005-03-18,2009-04-26,2010-05-10,7,0,-1878.0,-379.0,
PSc040693-NUV.fits.gz,PSc040693,NUV,213.8660958333333,52.39722777777778,19,2009-05-04,2011-03-14,2010-05-16,17,2,-376.0,303.0,301.0
PSc040783-FUV.fits.gz,PSc040783,FUV,242.7787458333333,54.83048333333333,33,2003-06-30,2009-05-17,2010-05-21,33,0,-2516.0,-368.0,
PSc040783-NUV.fits.gz,PSc040783,NUV,242.7787458333333,54.83048333333333,49,2003-06-30,2011-06-10,2010-05-21,40,9,-2516.0,385.0,27.0
PSc050004-FUV.fits.gz,PSc050004,FUV,212.7061916666667,53.83818055555556,4,2009-05-04,2009-05-14,2010-05-16,4,0,-376.0,-366.0,
PSc050004-NUV.fits.gz,PSc050004,NUV,212.7061916666667,53.83818055555556,18,2009-05-04,2011-03-14,2010-05-16,16,2,-376.0,303.0,301.0
PSc050017-FUV.fits.gz,PSc050017,FUV,186.4963958333333,46.71464166666667,3,2005-03-03,2007-03-05,2010-06-01,3,0,-1915.0,-1184.0,
PSc050017-NUV.fits.gz,PSc050017,NUV,186.4963958333333,46.71464166666667,4,2005-03-03,2007-03-05,2010-06-01,4,0,-1915.0,-1184.0,
PSc050172-FUV.fits.gz,PSc050172,FUV,185.4301583333333,47.02387222222222,3,2005-03-03,2009-04-27,2010-05-18,3,0,-1901.0,-386.0,
PSc050172-NUV.fits.gz,PSc050172,NUV,185.4301583333333,47.02387222222222,6,2005-03-03,2009-04-27,2010-05-18,6,0,-1901.0,-386.0,
PSc050298-FUV.fits.gz,PSc050298,FUV,243.1584333333333,55.72074166666667,5,2009-05-09,2009-05-17,2010-05-14,5,0,-370.0,-362.0,
PSc050298-NUV.fits.gz,PSc050298,NUV,243.1584333333333,55.72074166666667,24,2009-05-09,2011-06-10,2010-05-14,14,10,-370.0,392.0,37.0
PSc050617-NUV.fits.gz,PSc050617,NUV,214.6080083333333,53.91196388888888,4,2009-06-22,2011-03-14,2010-06-15,3,1,-358.0,273.0,273.0
PSc050625-FUV.fits.gz,PSc050625,FUV,241.8258208333333,53.82993611111112,14,2004-06-25,2009-05-17,2010-06-15,14,0,-2180.0,-393.0,
PSc050625-NUV.fits.gz,PSc050625,NUV,241.8258208333333,53.82993611111112,43,2004-05-12,2011-06-10,2010-06-15,34,9,-2224.0,361.0,3.0
PSc050656-NUV.fits.gz,PSc050656,NUV,244.2098875,54.64631388888889,46,2003-07-01,2011-06-10,2010-06-15,36,10,-2541.0,361.0,3.0
PSc050665-FUV.fits.gz,PSc050665,FUV,242.6437583333333,54.95709166666667,33,2003-06-30,2009-05-17,2010-06-05,33,0,-2531.0,-383.0,
PSc050665-NUV.fits.gz,PSc050665,NUV,242.6437583333333,54.95709166666667,49,2003-06-30,2011-06-10,2010-06-05,40,9,-2531.0,370.0,12.0
PSc051109-FUV.fits.gz,PSc051109,FUV,243.0480666666667,54.00901666666667,16,2004-07-30,2009-05-17,2010-04-09,16,0,-2078.0,-326.0,
PSc051109-NUV.fits.gz,PSc051109,NUV,243.0480666666667,54.00901666666667,52,2004-05-12,2011-06-10,2010-04-09,38,14,-2157.0,428.0,25.0
PSc052136-NUV.fits.gz,PSc052136,NUV,213.2268625,52.79236111111111,20,2009-05-04,2011-03-14,2010-06-13,18,2,-404.0,275.0,273.0
PSc060015-FUV.fits.gz,PSc060015,FUV,240.959425,54.21015833333334,16,2004-06-25,2009-05-17,2010-06-29,16,0,-2194.0,-407.0,
PSc060015-NUV.fits.gz,PSc060015,NUV,240.959425,54.21015833333334,46,2004-05-12,2011-06-10,2010-06-29,38,8,-2238.0,347.0,297.0
PSc060141-FUV.fits.gz,PSc060141,FUV,242.4128833333333,54.26915,15,2004-06-25,2009-05-17,2010-07-01,15,0,-2196.0,-409.0,
PSc060141-NUV.fits.gz,PSc060141,NUV,242.4128833333333,54.26915,47,2004-05-12,2011-06-10,2010-07-01,39,8,-2240.0,345.0,295.0
PSc060199-FUV.fits.gz,PSc060199,FUV,212.4131625,53.64305833333334,4,2009-05-04,2009-05-14,2010-07-11,4,0,-432.0,-422.0,
PSc060199-NUV.fits.gz,PSc060199,NUV,212.4131625,53.64305833333334,18,2009-05-04,2011-03-14,2010-07-11,16,2,-432.0,247.0,245.0
PSc060238-FUV.fits.gz,PSc060238,FUV,333.6763333333333,0.7976944444444445,13,2003-09-13,2008-09-25,2010-07-11,13,0,-2493.0,-653.0,
PSc060238-NUV.fits.gz,PSc060238,NUV,333.6763333333333,0.7976944444444445,67,2003-09-13,2011-08-12,2010-07-11,48,19,-2493.0,397.0,21.0
PSc060242-FUV.fits.gz,PSc060242,FUV,213.1521333333333,54.04993888888889,5,2009-05-04,2009-05-14,2010-07-11,5,0,-432.0,-422.0,
PSc060242-NUV.fits.gz,PSc060242,NUV,213.1521333333333,54.04993888888889,24,2009-05-04,2011-03-14,2010-07-11,23,1,-432.0,247.0,247.0
PSc060249-NUV.fits.gz,PSc060249,NUV,334.9641791666667,0.8977277777777778,4,2009-08-15,2011-10-12,2010-07-11,1,3,-330.0,458.0,28.0
PSc061139-FUV.fits.gz,PSc061139,FUV,245.03085,54.28735277777778,2,2006-07-20,2006-07-20,2010-07-29,2,0,-1470.0,-1469.0,
PSc061139-NUV.fits.gz,PSc061139,NUV,245.03085,54.28735277777778,2,2006-07-20,2006-07-20,2010-07-29,2,0,-1470.0,-1469.0,
PSc061190-FUV.fits.gz,PSc061190,FUV,35.68175833333333,-4.953177777777778,25,2004-11-14,2008-11-21,2010-07-30,25,0,-2083.0,-615.0,
PSc061190-NUV.fits.gz,PSc061190,NUV,35.68175833333333,-4.953177777777778,50,2004-11-14,2010-11-12,2010-07-30,38,12,-2083.0,106.0,88.0
PSc061191-FUV.fits.gz,PSc061191,FUV,36.277025,-5.00085,83,2003-12-19,2008-11-21,2010-07-29,83,0,-2414.0,-614.0,
PSc061191-NUV.fits.gz,PSc061191,NUV,36.277025,-5.00085,121,2003-12-09,2010-11-12,2010-07-29,111,10,-2423.0,107.0,89.0
PSc061192-FUV.fits.gz,PSc061192,FUV,35.12831666666667,-4.997661111111111,23,2004-10-24,2008-11-21,2010-07-29,23,0,-2104.0,-614.0,
PSc061192-NUV.fits.gz,PSc061192,NUV,35.12831666666667,-4.997661111111111,49,2004-10-24,2010-11-12,2010-07-29,39,10,-2104.0,107.0,89.0
PSc061197-FUV.fits.gz,PSc061197,FUV,35.47745416666667,-4.188608333333334,29,2004-11-14,2008-11-21,2010-07-29,29,0,-2082.0,-615.0,
PSc061197-NUV.fits.gz,PSc061197,NUV,35.47745416666667,-4.188608333333334,74,2004-11-14,2010-11-12,2010-07-29,56,18,-2082.0,107.0,89.0
PSc070003-FUV.fits.gz,PSc070003,FUV,333.0414666666667,0.7192805555555556,10,2004-08-06,2008-09-23,2010-07-31,10,0,-2185.0,-676.0,
PSc070003-NUV.fits.gz,PSc070003,NUV,333.0414666666667,0.7192805555555556,42,2004-08-06,2010-08-22,2010-07-31,34,8,-2185.0,22.0,6.0
PSc070020-FUV.fits.gz,PSc070020,FUV,353.2168875,-0.7592972222222222,14,2006-09-21,2008-10-30,2010-08-02,14,0,-1410.0,-640.0,
PSc070020-NUV.fits.gz,PSc070020,NUV,353.2168875,-0.7592972222222222,24,2006-09-21,2009-10-24,2010-08-02,24,0,-1410.0,-281.0,
PSc070048-FUV.fits.gz,PSc070048,FUV,241.0171041666667,54.19875,22,2004-06-25,2009-05-17,2010-05-22,22,0,-2156.0,-369.0,
PSc070048-NUV.fits.gz,PSc070048,NUV,241.0171041666667,54.19875,57,2004-05-12,2011-06-10,2010-05-22,49,8,-2200.0,385.0,335.0
PSc070054-FUV.fits.gz,PSc070054,FUV,242.9386958333333,55.29916388888888,32,2003-06-30,2009-05-17,2010-08-03,32,0,-2590.0,-442.0,
PSc070054-NUV.fits.gz,PSc070054,NUV,242.9386958333333,55.29916388888888,48,2003-06-30,2011-06-10,2010-08-03,40,8,-2590.0,311.0,262.0
PSc070071-FUV.fits.gz,PSc070071,FUV,334.985175,-0.4419222222222222,5,2008-08-20,2008-09-23,2010-08-02,5,0,-712.0,-677.0,
PSc070071-NUV.fits.gz,PSc070071,NUV,334.985175,-0.4419222222222222,38,2008-08-20,2011-10-12,2010-08-02,28,10,-712.0,437.0,5.0
PSc070096-FUV.fits.gz,PSc070096,FUV,243.1300291666667,53.80921111111111,14,2004-07-30,2009-05-17,2010-08-03,14,0,-2194.0,-442.0,
PSc070096-NUV.fits.gz,PSc070096,NUV,243.1300291666667,53.80921111111111,43,2004-05-12,2011-06-10,2010-08-03,35,8,-2273.0,312.0,262.0
PSc070110-FUV.fits.gz,PSc070110,FUV,35.28257916666666,-5.100413888888888,46,2004-10-24,2008-11-21,2010-07-29,46,0,-2104.0,-614.0,
PSc070110-NUV.fits.gz,PSc070110,NUV,35.28257916666666,-5.100413888888888,72,2004-10-24,2010-11-12,2010-07-29,62,10,-2104.0,107.0,89.0
PSc070111-FUV.fits.gz,PSc070111,FUV,36.39314583333334,-5.218647222222223,24,2004-11-14,2008-11-21,2010-07-29,24,0,-2082.0,-614.0,
PSc070111-NUV.fits.gz,PSc070111,NUV,36.39314583333334,-5.218647222222223,49,2004-11-14,2010-12-15,2010-07-29,38,11,-2082.0,140.0,89.0
PSc070175-FUV.fits.gz,PSc070175,FUV,241.9034083333333,54.80976388888889,13,2006-07-14,2009-05-17,2010-08-03,13,0,-1480.0,-442.0,
PSc070175-NUV.fits.gz,PSc070175,NUV,241.9034083333333,54.80976388888889,44,2004-05-12,2011-06-10,2010-08-03,36,8,-2273.0,312.0,262.0
PSc070200-FUV.fits.gz,PSc070200,FUV,36.66025833333333,-3.616063888888889,23,2003-11-23,2008-11-21,2010-07-30,23,0,-2440.0,-616.0,
PSc070200-NUV.fits.gz,PSc070200,NUV,36.66025833333333,-3.616063888888889,49,2003-11-23,2010-11-12,2010-07-30,40,9,-2440.0,105.0,87.0
PSc070264-FUV.fits.gz,PSc070264,FUV,333.4482166666667,0.4411805555555556,10,2004-08-06,2008-09-23,2010-08-04,10,0,-2189.0,-679.0,
PSc070264-NUV.fits.gz,PSc070264,NUV,333.4482166666667,0.4411805555555556,44,2004-08-06,2010-09-06,2010-08-04,34,10,-2189.0,34.0,3.0
PSc070402-FUV.fits.gz,PSc070402,FUV,243.3909875,54.30218611111111,20,2004-07-30,2009-05-17,2010-08-05,20,0,-2196.0,-444.0,
PSc070402-NUV.fits.gz,PSc070402,NUV,243.3909875,54.30218611111111,62,2004-05-12,2011-06-10,2010-08-05,54,8,-2275.0,310.0,260.0
PSc070459-FUV.fits.gz,PSc070459,FUV,333.1816958333333,0.6117888888888888,15,2004-08-06,2008-09-23,2010-08-07,15,0,-2192.0,-682.0,
PSc070459-NUV.fits.gz,PSc070459,NUV,333.1816958333333,0.6117888888888888,80,2004-08-06,2010-09-06,2010-08-07,64,16,-2192.0,31.0,1.0
PSc070470-FUV.fits.gz,PSc070470,FUV,34.950025,-3.702908333333334,27,2003-11-21,2008-11-21,2010-08-05,27,0,-2448.0,-622.0,
PSc070470-NUV.fits.gz,PSc070470,NUV,34.950025,-3.702908333333334,50,2003-11-21,2010-11-12,2010-08-05,42,8,-2448.0,99.0,81.0
PSc070530-FUV.fits.gz,PSc070530,FUV,36.2909,-5.043405555555555,32,2003-12-19,2008-11-21,2010-07-29,32,0,-2413.0,-614.0,
PSc070530-NUV.fits.gz,PSc070530,NUV,36.2909,-5.043405555555555,62,2003-12-10,2010-12-15,2010-07-29,51,11,-2423.0,140.0,89.0
PSc070567-FUV.fits.gz,PSc070567,FUV,333.3269,0.8128388888888889,5,2004-08-06,2008-08-22,2010-08-14,5,0,-2199.0,-721.0,
PSc070567-NUV.fits.gz,PSc070567,NUV,333.3269,0.8128388888888889,11,2004-08-06,2010-09-06,2010-08-14,9,2,-2199.0,23.0,4.0
PSc070611-FUV.fits.gz,PSc070611,FUV,244.5371458333333,53.97198055555556,13,2005-07-31,2009-05-17,2010-08-15,13,0,-1841.0,-454.0,
PSc070611-NUV.fits.gz,PSc070611,NUV,244.5371458333333,53.97198055555556,42,2005-04-29,2011-06-10,2010-08-15,34,8,-1933.0,300.0,250.0
PSc070614-FUV.fits.gz,PSc070614,FUV,351.469275,-0.1048638888888889,79,2004-10-16,2008-10-31,2010-08-03,79,0,-2116.0,-640.0,
PSc070614-NUV.fits.gz,PSc070614,NUV,351.469275,-0.1048638888888889,99,2004-10-16,2009-10-27,2010-08-03,99,0,-2116.0,-280.0,
PSc070719-FUV.fits.gz,PSc070719,FUV,351.4738916666666,-0.5371916666666666,7,2008-08-25,2008-10-31,2010-08-05,7,0,-710.0,-642.0,
PSc070719-NUV.fits.gz,PSc070719,NUV,351.4738916666666,-0.5371916666666666,16,2008-08-25,2009-10-27,2010-08-05,16,0,-710.0,-282.0,
PSc070985-FUV.fits.gz,PSc070985,FUV,353.0437833333334,-0.5368083333333333,6,2006-10-01,2008-08-31,2010-08-17,6,0,-1416.0,-715.0,
PSc070985-NUV.fits.gz,PSc070985,NUV,353.0437833333334,-0.5368083333333333,11,2006-10-01,2009-10-24,2010-08-17,11,0,-1416.0,-296.0,
PSc070986-FUV.fits.gz,PSc070986,FUV,353.3179916666667,-0.5221194444444444,10,2003-10-13,2008-08-31,2010-08-15,10,0,-2497.0,-713.0,
PSc070986-NUV.fits.gz,PSc070986,NUV,353.3179916666667,-0.5221194444444444,15,2003-10-13,2009-10-24,2010-08-15,15,0,-2497.0,-294.0,
PSc071007-FUV.fits.gz,PSc071007,FUV,333.9060291666667,1.260813888888889,10,2004-08-07,2008-09-25,2010-08-20,10,0,-2204.0,-693.0,
PSc071007-NUV.fits.gz,PSc071007,NUV,333.9060291666667,1.260813888888889,47,2004-08-07,2011-08-12,2010-08-20,42,5,-2204.0,357.0,0.0
PSc071011-FUV.fits.gz,PSc071011,FUV,333.2053333333333,-0.7071083333333333,11,2004-08-06,2008-09-24,2010-08-14,11,0,-2199.0,-689.0,
PSc071011-NUV.fits.gz,PSc071011,NUV,333.2053333333333,-0.7071083333333333,47,2004-08-06,2010-09-28,2010-08-14,42,5,-2199.0,46.0,1.0
PSc071032-FUV.fits.gz,PSc071032,FUV,334.8052833333333,0.8738694444444445,86,2003-08-31,2008-09-23,2010-08-29,86,0,-2554.0,-704.0,
PSc071032-NUV.fits.gz,PSc071032,NUV,334.8052833333333,0.8738694444444445,126,2003-08-31,2011-10-12,2010-08-29,121,5,-2554.0,409.0,6.0
PSc071113-FUV.fits.gz,PSc071113,FUV,242.9343083333333,55.14771111111111,33,2003-06-30,2009-05-17,2010-08-29,33,0,-2616.0,-468.0,
PSc071113-NUV.fits.gz,PSc071113,NUV,242.9343083333333,55.14771111111111,49,2003-06-30,2011-06-10,2010-08-29,41,8,-2616.0,285.0,236.0
PSc071245-FUV.fits.gz,PSc071245,FUV,333.761975,-0.8651694444444444,7,2006-09-24,2008-09-23,2010-08-28,7,0,-1433.0,-703.0,
PSc071245-NUV.fits.gz,PSc071245,NUV,333.761975,-0.8651694444444444,43,2006-09-24,2010-09-28,2010-08-28,40,3,-1433.0,32.0,8.0
PSc080012-FUV.fits.gz,PSc080012,FUV,333.5353416666667,-0.1685777777777778,7,2006-09-24,2008-09-23,2010-08-20,7,0,-1425.0,-695.0,
PSc080012-NUV.fits.gz,PSc080012,NUV,333.5353416666667,-0.1685777777777778,44,2006-09-24,2010-09-28,2010-08-20,40,4,-1425.0,40.0,1.0
PSc080015-NUV.fits.gz,PSc080015,NUV,240.3782541666667,54.87624722222223,20,2005-05-01,2006-07-24,2010-08-29,20,0,-1945.0,-1496.0,
PSc080023-FUV.fits.gz,PSc080023,FUV,351.6631291666667,-0.7172027777777777,3,2008-10-15,2008-10-31,2010-08-30,3,0,-684.0,-667.0,
PSc080023-NUV.fits.gz,PSc080023,NUV,351.6631291666667,-0.7172027777777777,8,2008-10-15,2009-10-27,2010-08-30,8,0,-684.0,-307.0,
PSc080028-FUV.fits.gz,PSc080028,FUV,351.9191083333333,-0.3361555555555555,69,2004-10-16,2008-10-31,2010-08-30,69,0,-2143.0,-667.0,
PSc080028-NUV.fits.gz,PSc080028,NUV,351.9191083333333,-0.3361555555555555,82,2004-10-16,2009-10-27,2010-08-30,82,0,-2143.0,-307.0,
PSc080034-FUV.fits.gz,PSc080034,FUV,333.8532583333333,0.5363,11,2003-09-13,2008-09-23,2010-08-17,11,0,-2530.0,-692.0,
PSc080034-NUV.fits.gz,PSc080034,NUV,333.8532583333333,0.5363,48,2003-09-13,2011-08-19,2010-08-17,42,6,-2530.0,367.0,2.0
PSc080048-FUV.fits.gz,PSc080048,FUV,36.105225,-5.012316666666667,4,2004-11-19,2008-11-21,2010-08-27,4,0,-2107.0,-643.0,
PSc080048-NUV.fits.gz,PSc080048,NUV,36.105225,-5.012316666666667,28,2004-11-19,2010-11-12,2010-08-27,18,10,-2107.0,78.0,60.0
PSc080064-FUV.fits.gz,PSc080064,FUV,52.42529583333334,-27.87725277777778,28,2003-11-09,2008-12-12,2010-09-03,28,0,-2489.0,-630.0,
PSc080064-NUV.fits.gz,PSc080064,NUV,52.42529583333334,-27.87725277777778,58,2003-11-09,2010-12-08,2010-09-03,47,11,-2489.0,96.0,78.0
PSc080098-FUV.fits.gz,PSc080098,FUV,351.577675,0.5701361111111111,84,2003-08-25,2008-10-14,2010-08-31,84,0,-2562.0,-685.0,
PSc080098-NUV.fits.gz,PSc080098,NUV,351.577675,0.5701361111111111,99,2003-08-25,2009-10-25,2010-08-31,99,0,-2562.0,-309.0,
PSc080146-FUV.fits.gz,PSc080146,FUV,52.82965,-26.86456388888889,62,2005-10-28,2008-12-20,2010-09-02,62,0,-1770.0,-621.0,
PSc080146-NUV.fits.gz,PSc080146,NUV,52.82965,-26.86456388888889,92,2005-10-28,2010-12-08,2010-09-02,82,10,-1770.0,98.0,80.0
PSc080238-FUV.fits.gz,PSc080238,FUV,332.9332083333333,-0.3578305555555555,10,2004-08-06,2008-09-24,2010-09-08,10,0,-2224.0,-714.0,
PSc080238-NUV.fits.gz,PSc080238,NUV,332.9332083333333,-0.3578305555555555,42,2004-08-06,2010-08-20,2010-09-08,42,0,-2224.0,-18.0,
PSc080241-FUV.fits.gz,PSc080241,FUV,52.135175,-28.07159166666667,27,2003-12-03,2008-12-12,2010-09-02,27,0,-2464.0,-629.0,
PSc080241-NUV.fits.gz,PSc080241,NUV,52.135175,-28.07159166666667,56,2003-12-03,2010-12-08,2010-09-02,46,10,-2464.0,97.0,79.0
PSc080252-FUV.fits.gz,PSc080252,FUV,36.17320416666666,-3.78335,29,2003-11-23,2008-11-21,2010-09-02,29,0,-2474.0,-650.0,
PSc080252-NUV.fits.gz,PSc080252,NUV,36.17320416666666,-3.78335,69,2003-11-23,2010-11-12,2010-09-02,55,14,-2474.0,72.0,53.0
PSc080257-FUV.fits.gz,PSc080257,FUV,54.43315416666667,-27.32090555555556,24,2003-12-07,2008-12-12,2010-09-02,24,0,-2460.0,-628.0,
PSc080257-NUV.fits.gz,PSc080257,NUV,54.43315416666667,-27.32090555555556,60,2003-12-07,2010-12-08,2010-09-02,50,10,-2460.0,98.0,80.0
PSc080261-FUV.fits.gz,PSc080261,FUV,53.79980833333333,-27.19643611111111,26,2003-12-07,2008-12-12,2010-08-31,26,0,-2458.0,-626.0,
PSc080261-NUV.fits.gz,PSc080261,NUV,53.79980833333333,-27.19643611111111,63,2003-12-07,2010-12-08,2010-08-31,52,11,-2458.0,100.0,82.0
PSc080295-FUV.fits.gz,PSc080295,FUV,36.18117083333333,-4.159705555555556,93,2003-11-21,2008-11-21,2010-09-02,93,0,-2476.0,-650.0,
PSc080295-NUV.fits.gz,PSc080295,NUV,36.18117083333333,-4.159705555555556,129,2003-11-21,2010-11-12,2010-09-02,119,10,-2476.0,72.0,56.0
PSc080296-FUV.fits.gz,PSc080296,FUV,35.45700833333333,-3.921380555555555,4,2006-11-13,2008-11-21,2010-08-27,4,0,-1383.0,-644.0,
PSc080296-NUV.fits.gz,PSc080296,NUV,35.45700833333333,-3.921380555555555,49,2006-11-13,2010-11-12,2010-08-27,31,18,-1383.0,78.0,59.0
PSc080343-FUV.fits.gz,PSc080343,FUV,54.36935833333333,-27.7232,24,2003-12-07,2008-12-12,2010-08-31,24,0,-2458.0,-626.0,
PSc080343-NUV.fits.gz,PSc080343,NUV,54.36935833333333,-27.7232,60,2003-12-07,2010-12-08,2010-08-31,50,10,-2458.0,100.0,82.0
