name,disc_date,galex_ra,galex_dec,osc_host,epochs_total,epochs_pre,epochs_post,delta_t_first,delta_t_last,delta_t_next,ned_objname,ned_ra,ned_dec,posn_ref,ned_type,z,z_err,z_ref,h_dist,h_dist_err,a_v,a_k,sep,offset,offset_verdict,z_indep_dist,z_indep_dist_err,z_indep_ref,pgc,pref_dist,pref_dist_err,pref_dist_ref,P_Ia
SDSS-II SN 16302,2006-10-29,22h07m04.13s,0d11m00.3s,,20,9,11,813,1064,683,SDSS J220703.83+001059.8,22h07m03.837s,+00d10m59.90s,2007SDSS6.C...0000:,G,0.187,,2010ApJ...713.1026D,795.82,55.87,0.252,0.027999999999999997,0.07400000000000001,17.1470672,,,,,,795.82,55.87,2010ApJ...713.1026D,1.0
SDSS-II SN 16405,2006-11-09,23h44m24.946s,0d22m04.42s,SDSS J34424.87+002204.2,10,8,2,1117,657,658,SDSS J234424.87+002204.2,23h44m24.870s,+00d22m04.43s,2007SDSS6.C...0000:,G,0.2754,0.01,2011ApJ...738..162S,1174.26,92.79,0.067,0.006999999999999999,0.019,6.523543715,,,,,,1174.26,92.79,2011ApJ...738..162S,0.9990000000000001
SDSS-II SN 16410,2006-11-02,21h18m51.6s,0d38m52.3s,SDSS J11851.59+003852.2,9,7,2,810,683,684,WISEA J211851.59+003852.2,21h18m51.600s,+00d38m53.23s,2010ApJ...713.1026D,G,0.309,,2010ApJ...713.1026D,1318.73,92.41,0.248,0.027000000000000003,0.015,5.945846615,,,,,,1318.73,92.41,2010ApJ...713.1026D,1.0
SDSS-II SN 16433,2006-10-29,2h27m59.016s,-1d10m09.264s,SDSS J22759.00-011009.9,6,2,4,357,715,715,SDSS-II SN 16433,02h27m59.062s,-01d10m09.43s,2007SDSS6.C...0000:,G,0.322,,2011ApJ...738..162S,1375.61,96.39,0.095,0.01,0.011000000000000001,4.74811205,,,,,5096688.0,1375.61,96.39,2011ApJ...738..162S,1.0
SDSS-II SN 16434,2006-10-29,2h51m08.454s,-1d10m13.55s,SDSS J25108.38-011013.5,11,2,9,1069,1819,355,SDSS-II SN 16434,02h51m08.386s,-01d10m13.62s,2007SDSS6.C...0000:,G,0.40299999999999997,,2011ApJ...738..162S,1722.93,120.69,0.19699999999999998,0.022000000000000002,0.017,8.560982374,,,,,,1722.93,120.69,2011ApJ...738..162S,0.9990000000000001
SDSS-II SN 16451,2006-11-14,0h33m53.6976s,0d09m03.78s,SDSS J03353.70+000903.7,12,4,8,1140,313,295,WISEA J003353.69+000903.7,00h33m53.703s,+00d09m03.68s,2007SDSS6.C...0000:,G,0.19105,2.9999999999999997e-05,2016SDSSD.C...0000:,813.29,57.09,0.05,0.006,0.002,0.510844124,,,,,5198467.0,813.29,57.09,2016SDSSD.C...0000:,1.0
SDSS-II SN 16460,2006-11-08,0h44m02.322s,-0d13m47.88s,SDSS J04402.27-001349.1,8,2,6,1130,327,320,SDSS J004402.26-001348.8,00h44m02.269s,-00d13m48.88s,2007SDSS6.C...0000:,G,0.28600000000000003,,2010ApJ...713.1026D,1220.03,85.51,0.043,0.005,0.022000000000000002,7.591498634,,,,,5195662.0,1220.03,85.51,2010ApJ...713.1026D,1.0
SDSS-II SN 16462,2006-11-14,1h08m09.739s,-0d23m11.12s,SDSS J10809.75-002309.4,10,2,8,1134,1456,327,WISEA J010809.74-002309.4,01h08m09.750s,-00d23m09.38s,2007SDSS6.C...0000:,G,0.2446,0.0001,2011ApJ...738..162S,1042.97,73.14,0.099,0.011000000000000001,0.028999999999999998,8.882755378999999,,,,,,1042.97,73.14,2011ApJ...738..162S,1.0
SDSS-II SN 16467,2006-10-29,21h54m20.576s,0d07m05.81s,SDSS J15420.49+000703.8,12,6,6,67,676,300,WISEA J215420.48+000703.8,21h54m20.489s,+00d07m03.80s,2007SDSS6.C...0000:,G,0.2214,0.0005,2011ApJ...738..162S,943.24,66.2,0.217,0.024,0.04,11.02426978,,,,,,943.24,66.2,2011ApJ...738..162S,1.0
SDSS-II SN 16468,2006-10-29,0h15m32.1312s,0d06m57.431s,SDSS J01532.14+000657.1,18,4,14,43,731,686,SDSS J001532.13+000657.1,00h15m32.138s,+00d06m57.19s,2007SDSS6.C...0000:,G,0.22659,5e-05,2016SDSSD.C...0000:,965.38,67.72,0.07400000000000001,0.008,0.004,1.232073314,,,,,5198181.0,965.38,67.72,2016SDSSD.C...0000:,0.998
SDSS-II SN 16472,2006-10-29,1h33m02.469s,0d09m57.55s,SDSS J13302.52+001000.1,8,4,4,755,718,342,SDSS J013302.52+001000.1,01h33m02.524s,+00d10m00.16s,2007SDSS6.C...0000:,G,0.3097,0.0005,2011ApJ...738..162S,1322.07,92.67,0.07400000000000001,0.008,0.045,17.61404833,,,,,5199235.0,1322.07,92.67,2011ApJ...738..162S,1.0
SDSS-II SN 1650,2005-09-10,23h34m02.656s,0d41m00.04s,SDSS J33402.51+004101.4,38,6,32,697,1123,14,SDSS-II SN 01650,23h34m02.515s,+00d41m01.52s,2007SDSS6.C...0000:,G,0.27699999999999997,,2011ApJ...738..162S,1181.08,82.79,0.10400000000000001,0.011000000000000001,0.043,14.85706848,,,,,,1181.08,82.79,2011ApJ...738..162S,1.0
SDSS-II SN 16582,2006-10-21,21h48m57.84s,-0d26m01.9932s,,6,4,2,1159,697,697,SDSS-II SN 16582,21h48m57.864s,-00d26m01.99s,2011ApJ...738..162S,VisS,0.27899999999999997,,2011ApJ...738..162S,1189.97,83.41,0.332,0.037000000000000005,0.006,2.086997565,,,,,,1189.97,83.41,2011ApJ...738..162S,0.9990000000000001
SDSS-II SN 16586,2006-11-09,23h53m21.6s,-0d32m19.5s,SDSS J35321.60-003219.4,8,4,4,1117,368,367,WISEA J235321.60-003219.1,23h53m21.617s,-00d32m19.53s,2007SDSS6.C...0000:,G,0.31971,0.0001,2016SDSSD.C...0000:,1364.06,95.59,0.08,0.009000000000000001,0.004,1.7056085769999998,,,,,,1364.06,95.59,2016SDSSD.C...0000:,0.956
SDSS-II SN 16626,2006-11-14,0h36m10.7592s,-0d48m27.9396s,SDSS J03610.68-004827.1,20,4,16,35,361,298,WISEA J003610.71-004827.1,00h36m10.684s,-00d48m27.04s,2007SDSS6.C...0000:,*,0.28159,2.9999999999999997e-05,2016SDSSD.C...0000:,1201.1,84.19,0.057999999999999996,0.006,0.024,8.441519769,,,,,,1201.1,84.19,2016SDSSD.C...0000:,0.982
SDSS-II SN 16879,2006-11-09,21h55m07.2s,-0d04m25.284s,SDSS J15507.12-000424.8,12,6,6,78,665,289,SDSS J215507.12-000424.8,21h55m07.136s,-00d04m25.12s,2007SDSS6.C...0000:,G,0.21436999999999998,2.9999999999999997e-05,2016SDSSD.C...0000:,913.12,64.06,0.248,0.027000000000000003,0.017,4.337903048,,,,,,913.12,64.06,2016SDSSD.C...0000:,0.9440000000000001
SDSS-II SN 16940,2006-11-09,23h33m12.48s,-0d25m04.404s,,162,81,81,1122,1080,297,SDSS-II SN 16940,23h33m12.518s,-00d25m04.40s,2011ApJ...738..162S,VisS,0.306,,2011ApJ...738..162S,1305.29,91.47,0.095,0.01,0.009000000000000001,3.60717678,,,,,,1305.29,91.47,2011ApJ...738..162S,0.924
SDSS-II SN 16975,2006-11-14,1h54m11.832s,-0d19m40.0296s,SDSS J15411.73-001940.2,18,4,14,771,1486,706,SDSS J015411.72-001940.1,01h54m11.729s,-00d19m40.18s,2007SDSS6.C...0000:,G,0.36106,5.9999999999999995e-05,2016SDSSD.C...0000:,1542.35,108.06,0.08800000000000001,0.01,0.026000000000000002,11.64538916,,,,,5196401.0,1542.35,108.06,2016SDSSD.C...0000:,0.998
SDSS-II SN 17169,2007-09-05,22h56m23.28s,-0d40m05.5668s,SDSS J25623.28-004004.9,11,9,2,1119,379,379,WISEA J225623.28-004005.3,22h56m23.283s,-00d40m04.96s,2007SDSS6.C...0000:,G,0.22055999999999998,9e-05,2016SDSSD.C...0000:,939.37,65.9,0.193,0.021,0.01,2.7884403939999998,,,,,,939.37,65.9,2016SDSSD.C...0000:,1.0
SDSS-II SN 17191,2007-09-03,3h32m15.24s,-0d51m24.48s,SDSS J33215.23-005124.5,10,4,6,1376,443,127,SDSS-II SN 17191,03h32m15.236s,-00d51m24.62s,2007SDSS6.C...0000:,G,0.38299999999999995,,2011ApJ...738..162S,1638.08,114.75,0.32799999999999996,0.036000000000000004,0.002,1.212106689,,,,,,1638.08,114.75,2011ApJ...738..162S,1.0
SDSS-II SN 17205,2007-09-03,2h26m03.216s,0d48m25.52s,SDSS J22603.22+004825.5,60,56,4,1379,416,416,WISEA J022603.25+004825.6,02h26m03.224s,+00d48m25.58s,2007SDSS6.C...0000:,G,0.19265,0.00022,2000ApJS..129..475Y,821.58,57.68,0.092,0.01,0.002,0.537035936,,,,,4646750.0,821.58,57.68,2000ApJS..129..475Y,1.0
SDSS-II SN 17206,2007-09-03,3h03m56.474s,0d43m41.74s,SDSS J30356.61+004341.4,15,2,13,1375,817,47,2MASS J03035659+0043413,03h03m56.615s,+00d43m41.54s,2007SDSS6.C...0000:,G,0.1564,0.0001,2011ApJ...738..162S,667.02,46.89,0.237,0.026000000000000002,0.035,6.903642963999999,,,,,5233123.0,667.02,46.89,2011ApJ...738..162S,1.0
SDSS-II SN 17219,2007-09-03,0h12m46.6632s,-0d06m08.8416s,SDSS J01246.59-000611.1,18,4,14,352,415,377,WISEA J001246.59-000610.3,00h12m46.582s,-00d06m11.18s,2007SDSS6.C...0000:,G,0.19427,1e-05,2016SDSSD.C...0000:,826.95,58.05,0.081,0.009000000000000001,0.044000000000000004,10.64259201,,,,,,826.95,58.05,2016SDSSD.C...0000:,1.0
SDSS-II SN 17337,2007-09-03,2h12m03.12s,0d14m04.1172s,,4,2,2,1379,442,443,SDSS-II SN 17337,02h12m03.131s,+00d14m04.12s,2011ApJ...738..162S,VisS,0.265,,2011ApJ...738..162S,1131.21,79.3,0.084,0.009000000000000001,0.002,0.9086370109999999,,,,,,1131.21,79.3,2011ApJ...738..162S,1.0
SDSS-II SN 17372,2007-09-03,0h15m45.7224s,-0d04m17.544s,SDSS J01545.88-000418.2,16,4,12,352,421,377,SDSS J001545.88-000418.2,00h15m45.883s,-00d04m18.31s,2007SDSS6.C...0000:,G,0.14612999999999998,2e-05,2016SDSSD.C...0000:,620.76,43.66,0.073,0.008,0.042,7.675190299999999,,,,,5145180.0,620.76,43.66,2016SDSSD.C...0000:,1.0
SDSS-II SN 17395,2007-09-03,23h37m37.493s,-0d57m02.29s,SDSS J33737.45-005702.2,10,8,2,1420,16,17,SDSS-II SN 17395,23h37m37.456s,-00d57m02.28s,2007SDSS6.C...0000:,G,0.31,0.075,2011ApJ...738..162S,1322.44,92.67,0.094,0.01,0.01,3.575388539,,,,,,1322.44,92.67,2011ApJ...738..162S,1.0
SDSS-II SN 1740,2005-09-10,0h21m37.07s,-0d52m51.19s,SDSS J02137.05-005251.3,20,6,14,732,1115,370,WISEA J002137.08-005250.6,00h21m37.059s,-00d52m51.33s,2007SDSS6.C...0000:,G,0.16699999999999998,,2010ApJ...713.1026D,710.21,49.9,0.07,0.008,0.004,0.7508504509999999,,,,,5143721.0,710.21,49.9,2010ApJ...713.1026D,1.0
SDSS-II SN 17421,2007-09-03,23h29m32.577s,0d40m33.52s,SDSS J32932.54+004035.8,26,17,9,1469,783,357,SDSS-II SN 17421,23h29m32.551s,+00d40m35.82s,2007SDSS6.C...0000:,G,0.265,,2011ApJ...738..162S,1129.68,79.2,0.11,0.012,0.039,12.84479609,,,,,,1129.68,79.2,2011ApJ...738..162S,1.0
SDSS-II SN 17423,2007-09-05,23h02m34.146s,-0d50m18.31s,SDSS J30234.16-005018.5,15,11,4,1435,399,3,SDSS-II SN 17423,23h02m34.158s,-00d50m18.56s,2007SDSS6.C...0000:,G,0.303,,2011ApJ...738..162S,1292.43,90.57,0.157,0.017,0.005,1.939428692,,,,,,1292.43,90.57,2011ApJ...738..162S,1.0
SDSS-II SN 17433,2007-09-03,0h12m44.431s,-0d02m03.5412s,SDSS J01244.41-000203.2,16,4,12,352,415,377,SDSS-II SN 17433,00h12m44.458s,-00d02m03.64s,2007SDSS6.C...0000:,G,0.27,0.039,2011ApJ...738..162S,1151.27,80.7,0.079,0.009000000000000001,0.006999999999999999,2.3386745469999997,,,,,5145149.0,1151.27,80.7,2011ApJ...738..162S,1.0
SDSS-II SN 17473,2007-09-14,0h49m01.896s,0d32m53.2s,SDSS J04902.06+003250.7,8,2,6,1440,50,22,WISEA J004902.08+003251.3,00h49m02.065s,+00d32m50.81s,2007SDSS6.C...0000:,G,0.17037,1e-05,2016SDSSD.C...0000:,724.85,50.92,0.064,0.006999999999999999,0.057999999999999996,12.33305265,,,,,,724.85,50.92,2016SDSSD.C...0000:,1.0
SDSS-II SN 1750,2005-09-03,23h37m34.623s,-0d28m33.11s,SDSS J33734.68-002833.2,12,4,8,690,1089,385,SDSS J233734.66-002833.2,23h37m34.665s,-00d28m33.27s,2016SDSSD.C...0000:,G,0.26002,2.9999999999999997e-05,2016SDSSD.C...0000:,1108.38,77.71,0.09,0.01,0.011000000000000001,3.511706343,,,,,,1108.38,77.71,2016SDSSD.C...0000:,1.0
SDSS-II SN 17508,2007-09-03,0h44m24.384s,0d40m03.1908s,SDSS J04424.46+004003.7,14,2,12,1429,54,5,SDSS-II SN 17508,00h44m24.484s,+00d40m04.19s,2007SDSS6.C...0000:,G,0.304,,2011ApJ...738..162S,1297.11,90.9,0.054000000000000006,0.006,0.03,11.38430333,,,,,5179337.0,1297.11,90.9,2011ApJ...738..162S,1.0
SDSS-II SN 17577,2007-09-05,22h07m39.55s,-1d03m16.7s,,14,12,2,1124,352,353,SDSS-II SN 17577 HOST,22h07m39.549s,-01d03m16.67s,2010ApJ...713.1026D,G,0.28300000000000003,,2010ApJ...713.1026D,1206.98,84.6,0.242,0.027000000000000003,0.001,0.19722446100000002,,,,,,1206.98,84.6,2010ApJ...713.1026D,0.9390000000000001
SDSS-II SN 17682,2007-09-05,22h56m25.92s,0d30m06.732s,SDSS J25625.83+003005.0,31,8,23,1119,762,351,SDSS-II SN 17682,22h56m25.832s,+00d30m05.09s,2007SDSS6.C...0000:,G,0.39799999999999996,,2011ApJ...738..162S,1699.28,119.03,0.156,0.017,0.036000000000000004,17.35645617,,,,,,1699.28,119.03,2011ApJ...738..162S,1.0
SDSS-II SN 17737,2007-09-04,3h01m50.304s,0d36m18.803s,SDSS J30150.28+003618.5,8,2,6,1376,470,444,SDSS-II SN 17737,03h01m50.281s,+00d36m18.42s,2007SDSS6.C...0000:,G,0.34299999999999997,,2011ApJ...738..162S,1466.15,102.72,0.278,0.031,0.009000000000000001,3.673663897,,,,,,1466.15,102.72,2011ApJ...738..162S,1.0
SDSS-II SN 17748,2007-09-14,0h39m13.673s,-0d16m39.05s,SDSS J03913.66-001639.0,14,4,10,5,57,10,WISEA J003913.69-001639.0,00h39m13.676s,-00d16m38.87s,2007SDSS6.C...0000:,G,0.179,,2010ApJ...713.1026D,761.73,53.49,0.053,0.006,0.003,0.6900619590000001,,,,,5195603.0,761.73,53.49,2010ApJ...713.1026D,1.0
SDSS-II SN 17773,2007-09-04,2h13m08.214s,-0d18m22.53s,SDSS J21308.20-001823.2,6,2,4,1380,415,416,SDSS-II SN 17773,02h13m08.203s,-00d18m22.82s,2010ApJ...713.1026D,VisS,0.289,,2011ApJ...738..162S,1234.02,86.49,0.087,0.01,0.006,2.003513514,,,,,,1234.02,86.49,2011ApJ...738..162S,1.0
SDSS-II SN 17829,2007-09-14,3h32m07.58s,-0d50m07.7s,,11,4,7,1387,806,116,SDSS-II SN 17829 HOST,03h32m07.584s,-00d50m07.66s,2010ApJ...713.1026D,G,0.332,,2010ApJ...713.1026D,1419.66,99.47,0.332,0.037000000000000005,0.001,0.497436715,,,,,,1419.66,99.47,2010ApJ...713.1026D,0.9890000000000001
SDSS-II SN 1783,2005-09-09,20h37m45.12s,-0d37m40.728s,,16,7,9,424,1759,328,SDSS-II SN 01783,20h37m45.206s,-00d37m40.73s,2011ApJ...738..162S,VisS,0.266,,2011ApJ...738..162S,1135.11,79.58,0.268,0.028999999999999998,0.021,7.129678564,,,,,,1135.11,79.58,2011ApJ...738..162S,1.0
SDSS-II SN 17899,2007-09-05,23h34m47.89s,-0d09m05.68s,SDSS J33447.89-000906.1,217,129,88,1422,422,0,SDSS-II SN 17899,23h34m47.877s,-00d09m06.08s,2010ApJ...713.1026D,VisS,0.313,,2011ApJ...738..162S,1335.27,93.57,0.09699999999999999,0.011000000000000001,0.008,2.89402601,,,,,,1335.27,93.57,2011ApJ...738..162S,1.0
SDSS-II SN 17906,2007-09-15,3h44m56.52s,0d24m08.7s,,4,2,2,1384,448,449,SDSS-II SN 17906 HOST,03h44m56.522s,+00d24m08.68s,2010ApJ...713.1026D,G,0.184,,2010ApJ...713.1026D,786.07,55.2,0.355,0.039,0.0,0.13784390900000001,,,,,,786.07,55.2,2010ApJ...713.1026D,1.0
SDSS-II SN 17915,2007-09-03,3h30m19.176s,0d24m19.847s,SDSS J33019.11+002419.7,7,2,5,1378,816,116,SDSS-II SN 17915,03h30m19.175s,+00d24m19.85s,2011ApJ...738..162S,VisS,0.214,,2011ApJ...738..162S,914.24,64.14,0.319,0.035,0.001,0.068017362,,,,,,914.24,64.14,2011ApJ...738..162S,0.961
SDSS-II SN 17925,2007-09-05,23h05m13.447s,0d18m14.53s,,7,5,2,1412,400,401,SDSS-II SN 17925 HOST,23h05m13.411s,+00d18m14.29s,2010ApJ...713.1026D,G,0.28600000000000003,,2010ApJ...713.1026D,1219.6,85.48,0.134,0.015,0.01,3.511569208,,,,,,1219.6,85.48,2010ApJ...713.1026D,1.0
SDSS-II SN 17928,2007-09-15,23h53m52.8s,1d06m51.3s,SDSS J35352.88+010651.2,18,8,10,1425,410,5,WISEA J235352.88+010650.8,23h53m52.878s,+01d06m51.27s,2007SDSS6.C...0000:,G,0.1966,0.0005,2011ApJ...738..162S,836.8,58.78,0.079,0.009000000000000001,0.019,4.780905681,,,,,,836.8,58.78,2011ApJ...738..162S,0.985
SDSS-II SN 17949,2007-09-14,1h56m49.235s,-0d14m07.91s,SDSS J15649.25-001408.0,14,4,10,1074,1182,403,SDSS J015649.25-001407.9,01h56m49.250s,-00d14m07.98s,2007SDSS6.C...0000:,G,0.305,,2010ApJ...713.1026D,1302.28,91.26,0.09,0.01,0.004,1.493283287,,,,,5196437.0,1302.28,91.26,2010ApJ...713.1026D,1.0
SDSS-II SN 17955,2007-09-05,23h02m57.36s,-0d20m59.8092s,SDSS J30257.31-002059.5,10,2,8,327,23,3,SDSS-II SN 17955,23h02m57.312s,-00d20m59.47s,2007SDSS6.C...0000:,G,0.311,,2011ApJ...738..162S,1326.68,92.97,0.159,0.017,0.013000000000000001,5.143004649,,,,,,1326.68,92.97,2011ApJ...738..162S,1.0
SDSS-II SN 17957,2007-09-14,1h34m21.384s,-0d40m14.5596s,SDSS J13421.34-004014.9,10,4,6,1075,400,22,WISEA J013421.34-004015.2,01h34m21.342s,-00d40m14.95s,2007SDSS6.C...0000:,G,0.37104000000000004,5.9999999999999995e-05,2016SDSSD.C...0000:,1584.8,111.02,0.08800000000000001,0.01,0.013000000000000001,5.71384453,,,,,5192947.0,1584.8,111.02,2016SDSSD.C...0000:,1.0
SDSS-II SN 17958,2007-09-14,2h17m44.398s,-0d42m46.4s,SDSS J21744.38-004246.5,4,2,2,1390,406,407,SDSS J021744.39-004246.5,02h17m44.453s,-00d42m46.56s,2007SDSS6.C...0000:,G,0.276,0.0001,2011ApJ...738..162S,1178.42,82.6,0.105,0.012,0.013999999999999999,4.819241691,,,,,,1178.42,82.6,2011ApJ...738..162S,1.0
SDSS-II SN 17965,2007-09-14,22h43m17.68s,-0d45m31.65s,SDSS J24317.68-004531.8,10,4,6,366,1423,382,SDSS J224317.67-004531.8,22h43m17.680s,-00d45m31.90s,2007SDSS6.C...0000:,G,0.29600000000000004,,2010ApJ...713.1026D,1262.48,88.47,0.17,0.019,0.004,1.53755196,,,,,,1262.48,88.47,2010ApJ...713.1026D,0.97
SDSS-II SN 17967,2007-09-14,23h02m07.102s,-0d39m34.87s,SDSS J30206.98-003939.4,21,13,8,1444,390,6,WISEA J230206.98-003939.5,23h02m06.992s,-00d39m39.52s,2007SDSS6.C...0000:,G,0.37843000000000004,2e-05,2016SDSSD.C...0000:,1615.47,113.16,0.175,0.019,0.083,38.79614097,ok,,,,,1615.47,113.16,2016SDSSD.C...0000:,1.0
SDSS-II SN 18011,2007-09-19,23h06m39.12s,0d05m27s,SDSS J30639.08+000527.0,7,5,2,1426,386,387,SDSS J230639.07+000527.0,23h06m39.079s,+00d05m27.02s,2007SDSS6.C...0000:,G,0.28401,4e-05,2016SDSSD.C...0000:,1211.1,84.89,0.105,0.012,0.011000000000000001,3.6310845069999997,,,,,,1211.1,84.89,2016SDSSD.C...0000:,0.971
SDSS-II SN 18034,2007-09-03,1h08m32.424s,-0d13m06.3372s,SDSS J10832.31-001306.1,10,2,8,1427,1163,34,SDSS-II SN 18034,01h08m32.316s,-00d13m06.05s,2007SDSS6.C...0000:,G,0.185,,2011ApJ...738..162S,787.72,55.31,0.095,0.01,0.027999999999999997,6.324185784,,,,,5195982.0,787.72,55.31,2011ApJ...738..162S,0.9940000000000001
SDSS-II SN 18041,2007-09-14,0h43m34.886s,-0d41m55.06s,,10,4,6,5,37,10,SDSS-II SN 18041 HOST,00h43m34.853s,-00d41m55.39s,2010ApJ...713.1026D,G,0.451,0.053,2011ApJ...738..162S,1708.26,119.66,0.053,0.006,0.01,4.944401087,,,,,,1708.26,119.66,2010ApJ...713.1026D,0.997
SDSS-II SN 18047,2007-09-14,1h28m17.812s,-0d39m28.72s,SDSS J12817.83-003930.7,11,4,7,1083,771,377,WISEA J012817.83-003930.7,01h28m17.833s,-00d39m30.78s,2007SDSS6.C...0000:,G,0.359,0.0002,2011ApJ...738..162S,1533.16,107.41,0.087,0.01,0.035,15.54456935,,,,,5098161.0,1533.16,107.41,2011ApJ...738..162S,0.992
SDSS-II SN 18049,2007-09-19,0h25m14.55s,-0d22m03.1s,SDSS J02514.54-002203.0,10,4,6,1445,41,17,SDSS J002514.54-002203.0,00h25m14.546s,-00d22m03.09s,2007SDSS6.C...0000:,G,0.261,,2010ApJ...713.1026D,1112.81,78.02,0.063,0.006999999999999999,0.001,0.32986744100000004,,,,,5195399.0,1112.81,78.02,2010ApJ...713.1026D,1.0
SDSS-II SN 18067,2007-09-04,3h36m34.416s,1d01m19.056s,,4,2,2,1377,456,456,SDSS-II SN 18067,03h36m34.279s,+01d01m19.99s,2007SDSS6.C...0000:,*,0.26,0.06,2011ApJ...738..162S,1111.38,77.92,0.275,0.03,0.038,12.19438103,,,,,,1111.38,77.92,2011ApJ...738..162S,1.0
SDSS-II SN 18100,2007-09-14,1h57m43.872s,0d25m26.886s,SDSS J15743.76+002527.6,7,4,3,1074,769,769,WISEA J015743.77+002527.5,01h57m43.771s,+00d25m27.59s,2007SDSS6.C...0000:,G,0.4982,0.0002,2011ApJ...738..162S,2129.72,149.14,0.07200000000000001,0.008,0.027999999999999997,17.292960600000004,,,,,5201626.0,2129.72,149.14,2011ApJ...738..162S,0.9570000000000001
SDSS-II SN 18130,2007-09-14,3h33m45.888s,0d35m43.271s,SDSS J33345.89+003543.3,6,2,4,1387,445,103,SDSS-II SN 18130,03h33m45.887s,+00d35m43.27s,2011ApJ...738..162S,VisS,0.45799999999999996,,2011ApJ...738..162S,1959.31,137.22,0.303,0.033,0.001,0.14305985400000001,,,,,,1959.31,137.22,2011ApJ...738..162S,1.0
SDSS-II SN 18146,2007-09-05,2h09m43.052s,-0d00m01.49s,SDSS J20943.23+000000.7,8,4,4,1065,413,413,SDSS J020943.23+000000.7,02h09m43.239s,+00d00m00.78s,2007SDSS6.C...0000:,G,0.43200000000000005,,2010ApJ...713.1026D,1846.39,129.32,0.07,0.008,0.06,32.38938837,ok,,,,5199587.0,1846.39,129.32,2010ApJ...713.1026D,0.9840000000000001
SDSS-II SN 18175,2007-09-14,1h43m58.006s,-0d23m56.29s,SDSS J14357.98-002356.3,10,4,6,1075,411,23,SDSS-II SN 18175,01h43m57.989s,-00d23m56.44s,2007SDSS6.C...0000:,G,0.113,,2011ApJ...738..162S,479.81,33.86,0.083,0.009000000000000001,0.005,0.6946124840000001,,,,,5196289.0,479.81,33.86,2011ApJ...738..162S,0.98
SDSS-II SN 18221,2007-09-14,23h03m34.08s,-0d22m29.9712s,SDSS J30334.04-002231.0,23,13,10,1444,391,5,WISEA J230334.05-002231.2,23h03m34.045s,-00d22m31.05s,2007SDSS6.C...0000:,G,0.29394000000000003,4e-05,2016SDSSD.C...0000:,1253.63,87.85,0.162,0.018000000000000002,0.02,7.327447511,,,,,,1253.63,87.85,2016SDSSD.C...0000:,0.995
SDSS-II SN 18224,2007-09-14,23h12m41.909s,-0d18m46.12s,SDSS J31241.96-001846.2,6,4,2,1481,391,392,WISEA J231241.95-001846.2,23h12m41.955s,-00d18m46.27s,2007SDSS6.C...0000:,G,0.3392,0.0002,2011ApJ...738..162S,1447.45,101.42,0.127,0.013999999999999999,0.012,4.976569369,,,,,,1447.45,101.42,2011ApJ...738..162S,0.9790000000000001
SDSS-II SN 1823,2005-09-10,21h02m02.16s,0d21m52.42s,SDSS J10202.08+002152.8,23,6,17,747,1413,1,SDSS-II SN 01823,21h02m02.036s,+00d21m52.35s,2007SDSS6.C...0000:,G,0.212,,2011ApJ...738..162S,903.5,63.4,0.22899999999999998,0.025,0.031,8.198874246,,,,,,903.5,63.4,2011ApJ...738..162S,1.0
SDSS-II SN 18253,2007-09-15,23h02m20.252s,-0d54m30.23s,SDSS J30220.13-005430.9,15,13,2,1445,389,390,SDSS-II SN 18253,23h02m20.229s,-00d54m30.60s,2010ApJ...713.1026D,G,0.244,0.0,2011ApJ...738..162S,1039.75,72.78,0.151,0.017,,,ok,,,,,1225.32,85.88,2016SDSSD.C...0000:,0.9990000000000001
SDSS-II SN 18324,2007-09-15,0h25m31.467s,0d47m37.99s,SDSS J02531.45+004737.8,22,2,20,1088,378,21,SDSS J002531.45+004737.8,00h25m31.460s,+00d47m37.89s,2007SDSS6.C...0000:,G,0.278,,2010ApJ...713.1026D,1185.6,83.1,0.065,0.006999999999999999,0.003,0.8375502640000001,,,,,,1185.6,83.1,2010ApJ...713.1026D,1.0
SDSS-II SN 18339,2007-09-22,2h07m29.301s,1d09m33.62s,SDSS J20729.31+010933.2,6,4,2,1082,386,387,SDSS J020729.31+010933.2,02h07m29.324s,+01d09m33.25s,2007SDSS6.C...0000:,G,0.303,,2010ApJ...713.1026D,1293.87,90.67,0.08199999999999999,0.009000000000000001,0.008,3.184909278,,,,,5292119.0,1293.87,90.67,2010ApJ...713.1026D,1.0
SDSS-II SN 1835,2005-09-10,20h50m39.36s,1d04m18.696s,SDSS J05039.38+010418.6,29,8,21,754,1439,3,WISEA J205039.36+010418.5,20h50m39.375s,+01d04m18.65s,2007SDSS6.C...0000:,G,0.2716,0.01,2011ApJ...738..162S,1158.89,91.83,0.293,0.032,0.004,1.2959911240000002,,,,,,1158.89,91.83,2011ApJ...738..162S,1.0
SDSS-II SN 18362,2007-09-15,0h40m32.786s,-0d10m55.14s,SDSS J04032.75-001055.6,10,4,6,6,56,9,SDSS-II SN 18362,00h40m32.767s,-00d10m55.52s,2010ApJ...713.1026D,VisS,0.21600000000000003,,2011ApJ...738..162S,920.2,64.56,0.064,0.006999999999999999,0.008,2.131795015,,,,,5145520.0,920.2,64.56,2011ApJ...738..162S,1.0
