name,disc_date,galex_ra,galex_dec,osc_host,epochs_total,epochs_pre,epochs_post,delta_t_first,delta_t_last,delta_t_next,ned_objname,ned_ra,ned_dec,posn_ref,ned_type,z,z_err,z_ref,h_dist,h_dist_err,a_v,a_k,sep,offset,offset_verdict,z_indep_dist,z_indep_dist_err,z_indep_ref,pgc,pref_dist,pref_dist_err,pref_dist_ref,P_Ia
SN2007oz,2007-10-15,23h57m16.57s,0d14m57.7s,SDSS J35716.58+001454.5,6,4,2,1455,25,26,WISEA J235716.57+001454.3,23h57m16.579s,+00d14m54.50s,2007SDSS6.C...0000:,G,0.2973,0.00018,2011ApJ...740...92G,1268.1,88.87,0.09699999999999999,0.011000000000000001,0.054000000000000006,19.78468322,,,,,,1268.1,88.87,2011ApJ...740...92G,2.0
SN2007pb,2007-10-19,23h48m25s,-1d11m06s,SDSS J34824.95-011106.5,10,8,2,1517,0,0,WISEA J234824.95-011106.1,23h48m24.960s,-01d11m06.37s,2007SDSS6.C...0000:,G,0.2278,0.0005,2012ApJ...755...61S,1022.68,71.72,0.09300000000000001,0.01,0.012,3.5151496719999997,,,,,,1022.68,71.72,2007CBET.1128A...1B,2.0
SN2007pc,2007-10-20,21h15m49.47s,0d39m05s,SDSS J11549.47+003904.4,8,6,2,1162,331,332,WISEA J211549.50+003904.6,21h15m49.470s,+00d39m04.30s,2015NEDR....1M...1S,G,0.1379,0.0005,2011ApJ...740...92G,585.99,41.3,0.239,0.026000000000000002,0.012,2.005674199,,,,,,585.99,41.3,2011ApJ...740...92G,2.0
SN2007pe,2007-10-21,2h21m03.96s,0d29m47.5s,SDSS J22103.96+002947.4,4,2,2,1427,369,369,SDSS J022103.96+002947.4,02h21m03.969s,+00d29m47.56s,2007SDSS6.C...0000:,G,0.3044,0.0005,2011ApJ...740...92G,1300.09,91.13,0.096,0.011000000000000001,0.002,0.934372086,,,,,5069045.0,1300.09,91.13,2011ApJ...740...92G,2.0
SN2007pf,2007-10-29,22h11m43.2s,0d34m45.68s,SDSS J21143.27+003445.5,52,9,43,1178,1028,296,SDSS J221143.28+003445.5,22h11m43.200s,+00d34m45.68s,2010ApJ...722..566L,G,0.123228,1.8e-05,2018PASP..130f4002S,508.84,35.88,0.142,0.016,0.0,0.0,,,,,,508.84,35.88,2007CBET.1128A...1B,2.0
SN2007pi,2007-10-30,22h46m49.28s,0d45m20.9s,SDSS J24649.24+004520.9,10,8,2,1176,343,344,WISEA J224649.25+004520.8,22h46m49.250s,+00d45m20.91s,2007SDSS6.C...0000:,G,0.302,0.005,2018PASP..130f4002S,1236.76,86.68,0.226,0.025,0.008,2.7121630810000004,,,,,,1236.76,86.68,2007CBET.1128A...1B,2.0
SN2007pj,2007-10-31,23h49m10.7s,0d47m52.4s,A234910+0047,18,14,4,411,311,310,WISEA J234910.67+004750.0,23h49m10.670s,+00d47m50.89s,2012A&A...544A..81H,G,0.354,0.005,2018PASP..130f4002S,1493.76,104.65,0.07200000000000001,0.008,0.026000000000000002,11.45828187,,,,,,1493.76,104.65,2012A&A...544A..81H,2.0
SN2007pq,2007-10-15,22h37m13.94s,0d44m10.8s,SDSS J23713.94+004410.6,5,2,3,1146,1458,333,WISEA J223713.94+004410.6,22h37m13.945s,+00d44m10.66s,2007SDSS6.C...0000:,G,0.1855,0.0005,2011ApJ...740...92G,789.24,55.46,0.19399999999999998,0.021,0.003,0.612149618,,,,,,789.24,55.46,2011ApJ...740...92G,2.0
SN2007pr,2007-10-20,23h06m13.03s,0d19m44.3s,SDSS J30612.99+001944.1,11,9,2,1517,355,356,WISEA J230612.96+001944.2,23h06m12.986s,+00d19m44.11s,2007SDSS6.C...0000:,G,0.33299999999999996,0.005,2011ApJ...740...92G,1420.89,101.83,0.11900000000000001,0.013000000000000001,0.012,4.751987102,,,,,,1420.89,101.83,2011ApJ...740...92G,2.0
SN2007ps,2007-10-21,2h19m13.44s,-0d23m04.4s,SDSS J21913.44-002304.3,4,2,2,1427,369,370,WISEA J021913.45-002304.1,02h19m13.442s,-00d23m04.36s,2007SDSS6.C...0000:,G,0.24600000000000002,0.005,2011ApJ...740...92G,1049.96,76.67,0.096,0.011000000000000001,0.001,0.255566069,,,,,5069053.0,1049.96,76.67,2011ApJ...740...92G,2.0
SN2007pt,2007-10-29,2h07m38.372s,-0d19m26.27s,SDSS J20738.35-001926.5,12,4,8,1119,359,359,WISEA J020738.36-001926.4,02h07m38.357s,-00d19m26.52s,2007SDSS6.C...0000:,G,0.17529,0.0001,2011ApJ...740...92G,746.94,52.47,0.086,0.009000000000000001,0.006,1.224995571,,,,,5069054.0,746.94,52.47,2011ApJ...740...92G,2.0
SN2007pu,2007-10-29,22h45m58.32s,-0d38m55.99s,SDSS J24558.32-003855.9,10,7,3,1175,1378,709,SDSS J224558.32-003855.9,22h45m58.320s,-00d38m55.90s,2015NEDR....1M...1S,G,0.08900000000000001,0.005,2011A&A...526A..28O,380.23,26.96,0.17800000000000002,0.02,0.001,0.16829960600000002,,,,,,380.23,26.96,2007CBET.1135A...1B,2.0
SN2007pv,2007-10-30,21h59m45.36s,1d07m42.1s,SDSS J15945.46+010742.0,13,8,5,1179,682,324,WISEA J215945.42+010742.1,21h59m45.465s,+01d07m42.09s,2007SDSS6.C...0000:,G,0.235152,1e-05,2018PASP..130f4002S,1108.5,77.72,0.138,0.015,0.026000000000000002,8.464472064,,,,,,1108.5,77.72,2007CBET.1135A...1B,2.0
SN2007px,2007-11-02,0h22m43.96s,-0d28m46s,SDSS J02243.95-002845.7,20,14,6,1489,332,331,WISEA J002243.95-002845.4,00h22m43.954s,-00d28m45.85s,2007SDSS6.C...0000:,G,0.10815,0.00011,2003SDSS1.C...0000:,458.16,32.37,0.067,0.006999999999999999,0.003,0.393083956,,,,,1142316.0,458.16,32.37,2003SDSS1.C...0000:,2.0
SN2007py,2007-11-04,3h29m31.51s,0d31m00.6s,SDSS J32931.50+003100.5,7,2,5,1440,754,54,WISEA J032931.50+003100.4,03h29m31.505s,+00d31m00.61s,2007SDSS6.C...0000:,G,0.20939000000000002,7.7e-05,2018PASP..130f4002S,897.1,62.95,0.425,0.047,0.002,0.330145302,,,,,5069057.0,897.1,62.95,2007CBET.1135A...1B,2.0
SN2007pz,2007-11-04,3h30m25.176s,1d00m33.984s,SDSS J33025.17+010033.5,12,8,4,1440,395,54,WISEA J033025.17+010033.6,03h30m25.173s,+01d00m33.66s,2007SDSS6.C...0000:,G,0.125,0.005,2018PASP..130f4002S,554.49,39.05,0.322,0.035,0.005,0.883558587,,,,,,554.49,39.05,2007CBET.1135A...1B,2.0
SN2007qa,2007-11-05,1h52m34.14s,1d14m39.02s,SDSS J15234.16+011438.8,34,6,28,1126,1130,1,WISEA J015234.17+011438.7,01h52m34.13s,+01d14m38.8s,1990MNRAS.243..692M,G,0.1086,0.0001,2011A&A...526A..28O,467.07,32.98,0.068,0.008,0.004,0.6085746870000001,,,,,4133688.0,467.07,32.98,2007CBET.1135A...1B,2.0
SN2007qd,2007-10-31,2h09m33.552s,-1d00m02.232s,SDSS J20932.72-005959.7,10,6,4,1476,357,353,SDSS J020933.56-010002.1,02h09m33.570s,-01d00m02.19s,2016SDSSD.C...0000:,G,0.04344,4e-05,2016SDSSD.C...0000:,182.29,13.46,0.096,0.011000000000000001,0.004,0.24662864899999998,,,,,1129340.0,182.29,13.46,2016SDSSD.C...0000:,2.0
SN2007qe,2007-11-13,23h54m12.98s,27d24m33s,NSF J235412.09+272432.3,6,4,2,382,295,296,WISEA J235412.07+272431.9,23h54m12.09s,+27d24m32.3s,2007CBET.1138A...1Y,G,0.0239,,2012AJ....143..126B,80.77,7.1,0.105,0.012,0.198,5.555274742000001,,98.1747943,7.69e-06,2016AJ....152...50T,5065172.0,98.1747943,7.69e-06,2016AJ....152...50T,1.0
SN2007qf,2007-10-21,22h15m02.88s,-0d20m30.23s,SDSS J21502.93-002030.1,93,4,89,391,1073,304,WISEA J221502.86-002029.0,22h15m02.931s,-00d20m30.09s,2007SDSS6.C...0000:,G,0.2038,0.0005,2011ApJ...740...92G,867.73,60.93,0.22,0.024,0.013000000000000001,3.29319258,,,,,,867.73,60.93,2011ApJ...740...92G,2.0
SN2007qg,2007-10-23,1h32m01.97s,-0d25m47s,SDSS J13201.91-002546.5,8,6,2,1122,354,355,SDSS J013201.91-002546.5,01h32m01.942s,-00d25m47.14s,2007SDSS6.C...0000:,G,0.314,,2010ApJ...713.1026D,1340.48,93.93,0.10300000000000001,0.011000000000000001,0.008,2.8883895510000004,,,,,,1340.48,93.93,2010ApJ...713.1026D,2.0
SN2007qh,2007-10-29,0h39m30.86s,1d01m27.6s,SDSS J03931.05+010125.2,6,4,2,1094,318,318,WISEA J003931.06+010125.2,00h39m31.060s,+01d01m25.32s,2007SDSS6.C...0000:,G,0.2477,0.0005,2011A&A...526A..28O,1065.79,74.73,0.055,0.006,0.063,19.47001165,,,,,,1065.79,74.73,2007CBET.1139A...1B,2.0
SN2007qi,2007-10-30,23h16m28.8s,-0d05m56.1s,SDSS J31628.81-000556.1,23,4,19,1527,726,298,SDSS J231628.81-000556.0,23h16m28.814s,-00d05m56.07s,2007SDSS6.C...0000:,G,0.2764,0.0005,2011ApJ...740...92G,1178.49,82.63,0.11599999999999999,0.013000000000000001,0.003,1.2182667109999998,,,,,,1178.49,82.63,2011ApJ...740...92G,2.0
SN2007qj,2007-10-31,20h49m40.08s,0d28m06.65s,A204940+0028,10,9,1,1535,307,307,SDSS J204940.58+002814.2,20h49m40.586s,+00d28m14.26s,2007SDSS6.C...0000:,G,0.16399999999999998,0.005,2011A&A...526A..28O,723.78,50.85,0.24600000000000002,0.027000000000000003,0.179,37.96435003,ok,,,,,723.78,50.85,2007CBET.1139A...1B,2.0
SN2007qk,2007-10-31,21h03m14.16s,0d27m26.464s,SDSS J10314.31+002730.6,23,13,10,1528,632,284,WISEA J210314.31+002730.6,21h03m14.315s,+00d27m30.62s,2007SDSS6.C...0000:,G,0.303,0.005,2018PASP..130f4002S,1280.37,89.73,0.22899999999999998,0.025,0.079,29.68392587,,,,,,1280.37,89.73,2007CBET.1139A...1B,2.0
SN2007ql,2007-10-31,21h29m43.66s,0d26m40.6s,SDSS J12943.71+002640.8,556,321,235,1532,1052,256,SDSS J212943.70+002640.8,21h29m43.722s,+00d26m40.77s,2007SDSS6.C...0000:,G,0.22,0.005,2011A&A...526A..28O,980.28,68.75,0.11699999999999999,0.013000000000000001,0.015,4.517998607,,,,,,980.28,68.75,2007CBET.1139A...1B,2.0
SN2007qo,2007-11-01,1h43m01.58s,-0d56m42.7s,SDSS J14301.58-005642.6,8,6,2,1477,345,346,WISEA J014301.58-005642.6,01h43m01.580s,-00d56m42.69s,2007SDSS6.C...0000:,G,0.2181,0.0009,2011ApJ...740...92G,929.92,65.35,0.07,0.008,0.0,0.045316227,,,,,5069065.0,929.92,65.35,2011ApJ...740...92G,2.0
SN2007qr,2007-11-04,2h52m29.23s,-1d08m22.2s,SDSS J25229.11-010821.9,9,2,7,16,1448,382,WISEA J025229.06-010822.4,02h52m29.114s,-01d08m21.91s,2007SDSS6.C...0000:,G,0.13602999999999998,7e-05,2003SDSS1.C...0000:,579.58,40.8,0.185,0.02,0.03,4.985763106,,,,,1125812.0,579.58,40.8,2003SDSS1.C...0000:,2.0
SN2007qs,2007-11-04,3h11m46.03s,0d05m30.9s,A031146+0005,17,2,15,1440,414,26,WISEA J031146.68+000539.5,03h11m46.581s,+00d05m37.79s,2007SDSS6.C...0000:,G,0.29100000000000004,0.005,2011A&A...526A..28O,1239.36,86.87,0.205,0.023,0.179,64.83614914,ok,,,,,1239.36,86.87,2007CBET.1139A...1B,2.0
SN2007qt,2007-11-04,3h29m25.416s,-0d38m46.7484s,SDSS J32925.41-003848.2,11,2,9,328,755,52,WISEA J032925.41-003847.9,03h29m25.418s,-00d38m48.17s,2007SDSS6.C...0000:,G,0.302,0.005,2018PASP..130f4002S,1325.38,92.88,0.271,0.03,0.024,9.158700811000001,,,,,,1325.38,92.88,2007CBET.1139A...1B,2.0
SN2007qu,2007-11-04,22h32m32.82s,0d51m32.7s,SDSS J23232.65+005133.8,2,1,1,1166,1438,1438,WISEA J223232.66+005133.3,22h32m32.652s,+00d51m33.74s,2007SDSS6.C...0000:,G,0.304931,4.6e-05,2018PASP..130f4002S,1322.46,92.67,0.23199999999999998,0.026000000000000002,0.046,17.55951943,,,,,,1322.46,92.67,2007CBET.1139A...1B,2.0
SN2007qy,2007-11-05,1h55m15.28s,0d38m35.2s,A015515+0038,14,4,10,1126,1127,337,SDSS J015516.07+003826.4,01h55m15.280s,+00d38m35.20s,2007CBET.1139A...1B,G,0.22899999999999998,0.005,2011A&A...526A..28O,1023.87,71.8,0.094,0.01,0.0,0.0,ok,,,,,1023.87,71.8,2007CBET.1139A...1B,2.0
SN2007qz,2007-11-05,21h00m02.77s,0d49m39.3s,SDSS J10002.80+004937.7,20,13,7,1533,620,290,SDSS J210002.78+004937.5,21h00m02.780s,+00d49m37.50s,2015NEDR....1M...1S,G,0.3109,0.0005,2011A&A...526A..28O,1366.06,95.72,0.212,0.023,0.03,12.00945558,,,,,,1366.06,95.72,2007CBET.1139A...1B,2.0
SN2007R,2007-01-26,7h46m37.53s,44d47m22.1s,UGC 4008,5,2,3,32,1078,19,UGC 04008 NED01,07h46m37.706s,+44d47m25.88s,2007SDSS6.C...0000:,G,0.03088,0.00011999999999999999,1988PASP..100.1423M,134.13,10.33,0.128,0.013999999999999999,0.071,2.9582615889999997,,,,,3167123.0,134.13,10.33,1988PASP..100.1423M,1.0
SN2007ra,2007-11-12,23h34m24s,-0d53m25.2s,SDSS J33424.09-005324.7,31,16,15,1490,693,353,WISEA J233424.11-005324.7,23h34m24.096s,-00d53m24.78s,2007SDSS6.C...0000:,QSO,0.08906,0.00016,2001SDSSe.1...0000:,376.21,26.7,0.128,0.013999999999999999,0.025,2.775696843,,,,,,376.21,26.7,2001SDSSe.1...0000:,2.0
SN2007re,2007-10-30,21h17m35.04s,-0d31m26.28s,SDSS J11734.92-003126.2,11,4,7,409,682,315,WISEA J211734.93-003126.3,21h17m34.926s,-00d31m26.32s,2007SDSS6.C...0000:,G,0.2109,0.0005,2011ApJ...740...92G,898.62,63.09,0.163,0.018000000000000002,0.028999999999999998,7.4953092660000005,,,,,,898.62,63.09,2011ApJ...740...92G,2.0
SN2007rf,2007-10-30,21h55m30.96s,0d48m54.3s,SDSS J15531.07+004854.3,12,8,4,433,309,296,SDSS J215531.06+004854.3,21h55m31.060s,+00d48m54.33s,2007SDSS6.C...0000:,G,0.28800000000000003,0.0005,2011ApJ...740...92G,1228.45,86.13,0.19,0.021,0.025,8.977774026,,,,,,1228.45,86.13,2011ApJ...740...92G,2.0
SN2007rh,2007-10-31,21h41m03.75s,0d08m32.8s,SDSS J14103.77+000832.8,22,14,8,442,295,268,WISEA J214103.77+000832.7,21h41m03.770s,+00d08m32.80s,2015NEDR....1M...1S,G,0.1988,0.0005,2011A&A...526A..28O,937.35,65.76,0.16399999999999998,0.018000000000000002,0.005,1.363320312,,,,,,937.35,65.76,2007CBET.1146A...1B,1.5
SN2007ri,2007-11-02,1h06m52.28s,1d09m14.2s,SDSS J10652.28+010913.9,25,12,13,1131,1061,334,WISEA J010652.30+010913.9,01h06m52.28s,+01d09m14.7s,1990MNRAS.243..692M,G,0.1918,0.0005,2011A&A...526A..28O,809.1,56.8,0.062,0.006999999999999999,0.008,1.9738842730000001,,,,,,809.1,56.8,2007CBET.1146A...1B,2.0
SN2007rj,2007-11-02,1h53m58.86s,-0d05m33.6s,SDSS J15358.76-000536.7,18,4,14,1124,1133,353,SDSS J015358.76-000536.7,01h53m58.861s,-00d05m33.60s,2016SDSSD.C...0000:,G,0.08884,2.9999999999999997e-05,2016SDSSD.C...0000:,376.5,26.71,0.087,0.01,0.0,0.027688402,,,,,1152083.0,376.5,26.71,2016SDSSD.C...0000:,1.0
SN2007rk,2007-11-02,3h42m17.376s,1d03m44.17s,SDSS J34217.37+010344.1,4,2,2,1432,399,399,WISEA J034217.36+010344.0,03h42m17.364s,+01d03m44.04s,2007SDSS6.C...0000:,G,0.1959,0.0005,2011ApJ...740...92G,836.97,58.79,0.387,0.043,0.004,0.900965618,,,,,,836.97,58.79,2011ApJ...740...92G,2.0
SN2007rl,2007-11-04,2h21m33.07s,-0d22m29.7s,A022133-0022,8,2,6,16,355,4,SDSS J022133.01-002240.3,02h21m33.014s,-00d22m40.38s,2007SDSS6.C...0000:,G,0.324,0.005,2011A&A...526A..28O,1409.75,98.77,0.1,0.011000000000000001,0.17800000000000002,73.45518014,ok,,,,,1409.75,98.77,2007CBET.1146A...1B,2.0
SN2007rm,2007-11-04,2h21m45.096s,0d51m52.07s,A022145+0051,10,2,8,1441,380,355,SDSS J022145.28+005144.3,02h21m45.280s,+00d51m44.30s,2015NEDR....1M...1S,G,0.302,0.005,2018PASP..130f4002S,1281.26,89.79,0.10300000000000001,0.011000000000000001,0.13699999999999998,51.39767261,ok,,,,,1281.26,89.79,2007CBET.1146A...1B,2.0
SN2007rn,2007-11-04,23h58m01.4s,-0d44m15.2s,SDSS J35801.38-004415.5,12,10,2,376,6,7,WISEA J235801.37-004415.9,23h58m01.384s,-00d44m15.64s,2007SDSS6.C...0000:,G,0.2665,0.0005,2011A&A...526A..28O,1194.02,83.69,0.094,0.01,0.009000000000000001,2.9158550460000003,,,,,,1194.02,83.69,2007CBET.1146A...1B,2.0
SN2007ro,2007-11-05,1h44m28.97s,0d13m47s,SDSS J14428.99+001347.2,6,4,2,368,342,343,WISEA J014428.99+001347.3,01h44m28.995s,+00d13m47.26s,2007SDSS6.C...0000:,G,0.16593,2e-05,2016SDSSD.C...0000:,706.5,49.65,0.08800000000000001,0.01,0.006999999999999999,1.573219896,,,,,5069202.0,706.5,49.65,2016SDSSD.C...0000:,2.0
SN2007rp,2007-11-05,22h13m43.68s,0d23m46.69s,SDSS J21343.61+002346.6,54,9,45,1185,1036,289,SDSS J221343.61+002346.6,22h13m43.625s,+00d23m46.66s,2007SDSS6.C...0000:,G,0.13864,2e-05,2016SDSSD.C...0000:,588.69,41.43,0.132,0.015,0.013999999999999999,2.356147209,,,,,,588.69,41.43,2016SDSSD.C...0000:,2.0
SN2007rv,2007-11-07,1h49m52.86s,-27d28m04.1s,NGC 689,6,4,2,366,324,325,NGC 0689,01h49m51.77s,-27d27m59.8s,20032MASX.C.......:,G,0.01404,2.9999999999999997e-05,1996ApJS..107...97M,56.84,5.86,0.048,0.005,0.252,4.931803888,,72.11074792,1.3300000000000001e-05,2016AJ....152...50T,6724.0,72.11074792,1.3300000000000001e-05,2016AJ....152...50T,1.0
SN2007S,2007-01-29,10h00m31.26s,4d24m26.2s,UGC 5378,5,4,1,687,1139,1139,UGC 05378,10h00m31.987s,+04d24m25.44s,2007SDSS6.C...0000:,G,0.013880000000000002,2.9999999999999997e-05,1991RC3.9.C...0000d,64.39,6.23,0.076,0.008,0.18100000000000002,3.152574565,,60.25595861,4.72e-06,2016AJ....152...50T,28949.0,60.25595861,4.72e-06,2016AJ....152...50T,1.0
SN2007sb,2007-10-11,0h41m23.69s,0d24m42.4s,SDSS J04123.67+002442.6,10,6,4,32,336,17,WISEA J004123.66+002442.5,00h41m23.684s,+00d24m42.45s,2007SDSS6.C...0000:,G,0.2123,0.0005,2011ApJ...740...92G,904.36,63.48,0.051,0.006,0.002,0.45415176700000004,,,,,5069085.0,904.36,63.48,2011ApJ...740...92G,2.0
SN2007sc,2007-11-11,2h15m11.88s,0d32m09.258s,SDSS J21511.76+003210.4,12,4,8,18,374,348,WISEA J021511.77+003210.5,02h15m11.760s,+00d32m10.40s,2015NEDR....1M...1S,G,0.26869299999999996,3.5e-05,2018PASP..130f4002S,1152.67,80.8,0.085,0.009000000000000001,0.036000000000000004,11.95883418,,,,,5069086.0,1152.67,80.8,2007CBET.1167A...1B,2.0
SN2007se,2007-11-12,22h12m37.2s,0d47m49.37s,A221237+0047,52,9,43,1192,1014,282,SDSS J221237.13+004749.3,22h12m37.130s,+00d47m49.40s,2015NEDR....1M...1S,G,0.175,0.005,2011A&A...526A..28O,765.8,53.78,0.125,0.013999999999999999,0.018000000000000002,3.928593343,,,,,,765.8,53.78,2007CBET.1167A...1B,2.0
SN2007sf,2007-11-12,22h48m59.1s,1d12m21.9s,SDSS J24859.11+011221.7,8,6,2,1187,331,332,WISEA J224859.10+011221.9,22h48m59.11s,+01d12m22.1s,1990MNRAS.243..692M,G,0.1021,0.0005,2011A&A...526A..28O,423.03,29.92,0.24,0.026000000000000002,0.004,0.51944323,,,,,,423.03,29.92,2007CBET.1167A...1B,2.0
SN2007sg,2007-11-12,23h19m26.09s,-0d54m05.9s,SDSS J31926.05-005407.8,12,4,8,405,357,306,SDSS J231926.04-005407.8,23h19m26.050s,-00d54m07.80s,2007SDSS6.C...0000:,G,0.188,0.005,2011A&A...526A..28O,808.48,56.75,0.1,0.011000000000000001,0.034,7.809790808,,,,,,808.48,56.75,2007CBET.1167A...1B,2.0
SN2007sl,2007-11-17,21h13m42.82s,-0d50m16s,SDSS J11342.81-005016.3,23,4,19,427,1362,267,WISEA J211342.77-005015.6,21h13m42.816s,-00d50m16.36s,2007SDSS6.C...0000:,G,0.0935,0.0005,2011A&A...526A..28O,423.71,29.97,0.159,0.017,0.006,0.758315955,,,,,,423.71,29.97,2007CBET.1167A...1B,2.0
SN2007sn,2007-11-27,22h14m04.42s,-0d12m47.5s,SDSS J21404.37-001248.5,51,4,47,428,1036,267,WISEA J221404.37-001248.4,22h14m04.371s,-00d12m48.56s,2007SDSS6.C...0000:,G,0.1375,0.0006,2011A&A...526A..28O,594.49,41.84,0.218,0.024,0.022000000000000002,3.7521478239999997,,,,,,594.49,41.84,2007CBET.1167A...1B,2.0
SN2007sp,2007-11-14,12h04m42.29s,49d11m09.3s,A120442+4911,2,1,1,1331,1294,1295,CGCG 243-041,12h04m46.186s,+49d11m11.73s,2007SDSS6.C...0000:,G,0.02369,0.00016,1999PASP..111..438F,104.32,8.5,0.069,0.008,0.638,29.58201639,,,,,,104.32,8.5,1999PASP..111..438F,1.0
SN2007tf,2007-10-06,1h09m59.35s,-0d01m06.9s,SDSS J10959.32-000108.0,14,2,12,1460,1130,2,ESSENCE J010959.350-000106.95 ,01h09m59.35s,-00d01m06.9s,2007CBET.1186A...1C,G,0.405,0.006999999999999999,2016ApJS..224....3N,1708.52,119.68,0.085,0.009000000000000001,0.001,0.0,,,,,5068365.0,1708.52,119.68,2007CBET.1186A...1C,2.966
SN2007tl,2007-10-10,1h11m04.91s,-0d15m43.3s,A011104-0015,15,4,11,1464,1126,22,WISEA J011104.66-001550.8,01h11m04.645s,-00d15m51.08s,2007SDSS6.C...0000:,G,0.374,0.008,2016ApJS..224....3N,1708.54,119.68,0.078,0.009000000000000001,0.146,72.61108567,ok,,,,,1708.54,119.68,2007CBET.1186A...1C,2.0
SN2007tq,2007-10-16,2h29m23.34s,-7d52m27.7s,A022923-0752,19,2,17,330,1152,362,ESSENCE J022923.344-075227.68 ,02h29m23.34s,-07d52m27.7s,2007CBET.1186A...1C,G,0.145,0.002,2016ApJS..224....3N,424.97,30.06,0.07400000000000001,0.008,0.001,0.0,,,,,,424.97,30.06,2007CBET.1186A...1C,2.0
SN2007tr,2007-10-18,1h10m48.01s,0d13m36.7s,SDSS J11047.93+001337.0,11,4,7,1472,1117,4,SDSS J011047.93+001337.0,01h10m47.952s,+00d13m37.19s,2007SDSS6.C...0000:,G,0.36303,0.00014,2016SDSSD.C...0000:,1550.19,108.6,0.071,0.008,0.017,7.531616121,,,,,,1550.19,108.6,2016SDSSD.C...0000:,2.499
SN2007ts,2007-11-05,1h07m58.15s,0d27m48.9s,SDSS J10758.14+002748.8,10,4,6,1490,1058,331,WISEA J010758.15+002748.6,01h07m58.143s,+00d27m48.90s,2007SDSS6.C...0000:,G,0.31418,0.00011999999999999999,2016SDSSD.C...0000:,1340.93,93.97,0.081,0.009000000000000001,0.002,0.68543443,,,,,5068376.0,1340.93,93.97,2016SDSSD.C...0000:,2.9989999999999997
SN2007tt,2007-11-05,1h11m20.516s,-0d12m19.41s,SDSS J11120.53-001219.8,16,6,10,1490,1100,323,GALEXMSC J011120.37-001217.2  ,01h11m20.52s,-00d12m19.3s,2007CBET.1186A...1C,G,0.368,0.009000000000000001,2016ApJS..224....3N,1708.54,119.68,0.075,0.008,0.001,1.041376802,,,,,5068377.0,1708.54,119.68,2007CBET.1186A...1C,2.995
SN2007tv,2007-11-05,2h05m13.33s,-5d01m42.5s,A020513-0501,64,2,62,1123,1107,708,ESSENCE J020513.329-050142.46 ,02h05m13.33s,-05d01m42.5s,2007CBET.1186A...1C,G,0.31,0.006,2016ApJS..224....3N,1281.07,89.78,0.067,0.006999999999999999,0.001,0.0,,,,,,1281.07,89.78,2007CBET.1186A...1C,2.0
SN2007ui,2007-11-13,2h34m57.12s,-8d04m00.2s,A023457-0804,9,4,5,1449,1123,1075,ESSENCE J023457.120-080400.20 ,02h34m57.12s,-08d04m00.2s,2007CBET.1186A...1C,G,0.42100000000000004,0.009000000000000001,2016ApJS..224....3N,1709.89,119.77,0.10099999999999999,0.011000000000000001,0.0,0.0,,,,,,1709.89,119.77,2007CBET.1186A...1C,2.0
SN2007uj,2007-11-15,2h33m19.03s,-8d32m30.2s,A023319-0832,13,4,9,1119,1121,1072,ESSENCE J023319.034-083230.21 ,02h33m19.03s,-08d32m30.2s,2007CBET.1186A...1C,G,0.303,0.004,2016ApJS..224....3N,1281.6,89.81,0.08800000000000001,0.01,0.001,0.0,,,,,,1281.6,89.81,2007CBET.1186A...1C,2.0
SN2007um,2007-12-03,1h12m29.21s,0d17m01.2s,A011229+0017,8,3,5,1518,1390,1029,SDSS J011229.20+001702.1,01h12m29.21s,+00d17m01.2s,2007CBET.1186A...1C,G,0.293,0.004,2016ApJS..224....3N,1280.27,89.72,0.096,0.011000000000000001,0.001,0.0,,,,,,1280.27,89.72,2007CBET.1186A...1C,2.0
SN2007un,2007-12-03,1h14m22.73s,1d07m45.6s,A011422+0107,23,10,13,1162,1030,296,ESSENCE J011422.735+010745.64 ,01h14m22.73s,+01d07m45.6s,2007CBET.1186A...1C,G,0.287,0.006,2016ApJS..224....3N,1280.28,89.72,0.084,0.009000000000000001,0.001,0.0,,,,,,1280.28,89.72,2007CBET.1186A...1C,2.0
SN2007uo,2007-12-03,1h15m11.99s,-0d02m08.4s,A011511-0002,24,14,10,72,1390,296,ESSENCE J011511.994-000208.37 ,01h15m11.99s,-00d02m08.4s,2007CBET.1186A...1C,G,0.457,0.005,2016ApJS..224....3N,1708.58,119.68,0.08,0.009000000000000001,0.001,0.0,,,,,,1708.58,119.68,2007CBET.1186A...1C,2.0
SN2007ur,2007-12-07,2h08m41.59s,-3d34m10.5s,A020841-0334,10,3,7,1476,1096,677,SDSS J020841.41-033406.3,02h08m41.59s,-03d34m10.5s,2007CBET.1186A...1C,G,0.25,0.001,2016ApJS..224....3N,1281.1,89.78,0.064,0.006999999999999999,0.001,0.0,,,,,,1281.1,89.78,2007CBET.1186A...1C,1.5
SN2007ut,2007-12-07,2h30m23.64s,-9d12m20s,A023023-0912,17,4,13,48,1090,309,ESSENCE J023023.638-091220.02 ,02h30m23.64s,-09d12m20.0s,2007CBET.1186A...1C,G,0.41600000000000004,0.02,2016ApJS..224....3N,1709.84,119.77,0.083,0.009000000000000001,0.001,0.0,,,,,,1709.84,119.77,2007CBET.1186A...1C,2.0
